Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.75884e+08,1.74874e+08,1.73835e+08,0.077851
1,1.75884e+08,1.75072e+08,1.74175e+08,0.140111
2,1.75884e+08,1.75273e+08,1.74656e+08,0.199008
3,1.75884e+08,1.75565e+08,1.7512e+08,0.270376
4,1.75884e+08,1.75688e+08,1.75157e+08,0.345817
5,1.75884e+08,1.75726e+08,1.75494e+08,0.398777
6,1.75884e+08,1.75764e+08,1.75543e+08,0.455297
7,1.75884e+08,1.7581e+08,1.7564e+08,0.512056
8,1.75884e+08,1.75827e+08,1.75676e+08,0.578718
9,1.75884e+08,1.7582e+08,1.75528e+08,0.613298
10,1.75884e+08,1.75824e+08,1.75656e+08,0.656227
