sensitivity_dimension,sensitivity_level,size_id,scenario_id,random_seed,delta,investment_exponent,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,total_profit,carbon_emission,total_investment_cost,investment_recomputed,investment_abs_diff,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,open_dc_set,w_vector_candidate_dc,w_vector_length,w_vector_expected_length,w_vector_normalization_status,w_vector_raw_source,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,ga_generations,actual_bp_calls,cache_hit_rate,cg_iterations,branch_nodes,wall_time_sec,user_time_sec,system_time_sec,algorithm_commit,formal_tag,config_sha256,instance_fingerprint
delta,01000,10x30,DELTA_01000_GAMMA_050,606,1000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2598702.82941111,30765.2763572472,262840.490150199,262840.490150199,0,0,69234.7236427528,-138469.447285506,7,0;1;2;3;4;7;9,0.98533724340176;0.878787878787879;0.396871945259042;0.996089931573803;0.541544477028348;0.145650048875855;0.8455522971652;0.756598240469208;0.478005865102639;0.980449657869013,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.7004887585532746,0.7004887585532746,0.7908113391984362,0.996089931573803,0.145650048875855,22,518,0.21515151515151515,16502,128,24.599119219,24.599119219,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,02000,10x30,DELTA_02000_GAMMA_050,606,2000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2386745.91899242,114986.967270561,302437.317497686,302437.317497686,0,14986.9672705606,0,29973.9345411212,7,0;1;2;3;4;7;9,0.924731182795699;0.52297165200391;0.217008797653959;0.689149560117302;0.5386119257087;0.469208211143695;0.780058651026393;0.299120234604106;0.496578690127077;0.478005865102639,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.541544477028348,0.541544477028348,0.5242284597123307,0.924731182795699,0.217008797653959,16,385,0.19791666666666666,14544,104,22.79546977,22.79546977,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,03000,10x30,DELTA_03000_GAMMA_050,606,3000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2276604.85944484,212417.690595389,217607.775418985,217607.775418985,0,112417.690595389,0,224835.381190779,7,0;1;2;3;4;7;9,0.669599217986315;0.30791788856305;0.163245356793744;0.433040078201369;0.124144672531769;0.449657869012708;0.316715542521994;0.205278592375367;0.974584555229717;0.410557184750733,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.4054740957966766,0.4054740957966766,0.330540427314621,0.974584555229717,0.124144672531769,29,680,0.21839080459770116,29310,241,43.816992286,43.816992286,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,05000,10x30,DELTA_05000_GAMMA_050,606,5000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2181646.03315768,291804.912522622,153684.373418136,153684.373418136,0,191804.912522622,0,383609.825045245,7,0;1;2;3;4;7;9,0.437927663734115;0.222873900293255;0.122189638318671;0.324535679374389;0.182795698924731;0.819159335288368;0.342130987292278;0.0821114369501466;0.73802541544477;0.106549364613881,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.33782991202346047,0.33782991202346047,0.21128334031559837,0.819159335288368,0.0821114369501466,30,697,0.22555555555555556,28708,161,45.615773138,45.615773138,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,10000,10x30,DELTA_10000_GAMMA_050,606,10000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2109222.36685374,358668.460073419,92262.4714356812,92262.4714356812,0,258668.460073419,0,517336.920146839,7,0;1;2;3;4;7;9,0.259042033235582;0.0146627565982405;0;0.125122189638319;0.0156402737047898;0.0283479960899316;0.265884652981427;0.0469208211143695;0.0273704789833822;0.151515151515152,10,10,VALID_EXACT_LENGTH,result.csv:best_w,9,0.1038340393179104,0.09345063538611936,0.08755760368663612,0.265884652981427,0.0146627565982405,31,733,0.2118279569892473,28863,193,40.131481789,40.131481789,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,15000,10x30,DELTA_15000_GAMMA_050,606,15000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2092850.79392868,396479.923140051,41374.6211848231,41374.6211848231,0,296479.923140051,0,592959.846280102,7,0;1;2;3;4;7;9,0.117302052785924;0.0625610948191593;0.0361681329423265;0.128054740957967;0.0459433040078201;0.339198435972629;0.26197458455523;0.00293255131964809;0.513196480938416;0.0469208211143695,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.15542521994134895,0.15542521994134895,0.06284038542103064,0.513196480938416,0.00293255131964809,34,807,0.2088235294117647,41454,569,55.308844117,55.308844117,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.1,10x30,DELTA_03000_GAMMA_010,606,3000,0.1,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2897762.16181168,9205.92632511554,24962.9571799286,24962.9571799286,0,0,90794.0736748845,-181588.147349769,7,0;1;2;3;4;7;9,0.98533724340176;0.982404692082111;0.924731182795699;0.990224828934506;0.980449657869013;0.866080156402737;0.928641251221896;0.986314760508309;0.558162267839687;0.983382209188661,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.9185728250244379,0.9185728250244379,0.9761206535400084,0.990224828934506,0.558162267839687,50,1182,0.212,29945,195,34.301621065,34.301621065,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.3,10x30,DELTA_03000_GAMMA_030,606,3000,0.3,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2750823.37343629,22415.0765301655,132044.48850506,132044.48850506,0,0,77584.9234698345,-155169.846939669,7,0;1;2;3;4;7;9,0.98533724340176;0.853372434017595;0.649071358748778;0.989247311827957;0.827956989247312;0.282502443792766;0.248289345063539;0.995112414467253;0.902248289345064;0.917888563049853,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.7651026392961877,0.7651026392961877,0.8882837592515012,0.995112414467253,0.248289345063539,25,586,0.21866666666666668,23387,325,26.213066544,26.213066544,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.4,10x30,DELTA_03000_GAMMA_040,606,3000,0.4,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2561311.55819236,35292.7440550734,291174.751553314,291174.751553314,0,0,64707.2559449266,-129414.511889853,7,0;1;2;3;4;7;9,0.98533724340176;0.835777126099707;0.394916911045943;0.996089931573803;0.542521994134897;0.328445747800586;0.217008797653959;0.754643206256109;0.119257086999022;0.910068426197458,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.6084066471163244,0.6084066471163244,0.7741935483870968,0.996089931573803,0.119257086999022,18,426,0.2111111111111111,18016,237,24.066293506,24.066293506,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.6,10x30,DELTA_03000_GAMMA_060,606,3000,0.6,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2129988.72897863,351008.162831843,91440.7862948274,91440.7862948274,0,251008.162831843,0,502016.325663686,7,0;1;2;3;4;7;9,0.241446725317693;0.196480938416422;0.0811339198435973;0.152492668621701;0.0928641251221896;0.453567937438905;0.281524926686217;0.125122189638319;0.0342130987292278;0.152492668621701,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.18113391984359728,0.18113391984359728,0.1488618907973747,0.453567937438905,0.0342130987292278,30,722,0.19777777777777777,37694,512,49.600250678,49.600250678,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.7,10x30,DELTA_03000_GAMMA_070,606,3000,0.7,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2076774.44849834,416247.181018155,17879.3808522122,17879.3808522122,0,316247.181018155,0,632494.36203631,7,0;1;2;3;4;7;9,0.0625610948191593;0.00782013685239492;0.032258064516129;0.0733137829912024;0.0185728250244379;0.489736070381232;0;0.0234604105571848;0.125122189638319;0.0195503421309873,10,10,VALID_EXACT_LENGTH,result.csv:best_w,9,0.09471054632344962,0.08523949169110466,0.03393380812735652,0.489736070381232,0.00782013685239492,27,637,0.21358024691358024,31317,418,40.216998374,40.216998374,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.9,10x30,DELTA_03000_GAMMA_090,606,3000,0.9,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2054316.97801693,432117.642960689,1814.17407312583,1814.17407312583,0,332117.642960689,0,664235.285921378,7,0;1;2;3;4;7;9,0.00782013685239492;0;0;0.00782013685239492;0.00293255131964809;0.797653958944281;0;0;0.0156402737047898;0.00195503421309873,10,10,VALID_EXACT_LENGTH,result.csv:best_w,6,0.13897034864776792,0.08338220918866075,0.0029325513196480943,0.797653958944281,0.00195503421309873,11,261,0.20909090909090908,8202,78,24.857292928,24.857292928,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,00500,10x30,DELTA_00500_GAMMA_050,707,500,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,3055135.0422167,11272.0885085707,180758.156927191,180758.156927191,0,0,88727.9114914293,-177455.822982859,8,0;1;2;3;4;5;8;9,0.945259042033236;0.888563049853372;0.973607038123167;0.981427174975562;0.996089931573803;0.976539589442815;0.67741935483871;0.580645161290323;0.982404692082111;0.964809384164223,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.8966764418377322,0.8966764418377322,0.9635874877810361,0.996089931573803,0.580645161290323,39,949,0.18888888888888888,19046,6,32.088732477,32.088732477,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,01000,10x30,DELTA_01000_GAMMA_050,707,1000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2881196.41973936,17432.4990433949,329306.016048347,329306.016048347,0,0,82567.5009566051,-165135.00191321,7,0;1;2;3;4;5;9,0.941348973607038;0.708699902248289;0.98435972629521;0.973607038123167;0.987292277614858;0.913978494623656;0.402737047898338;0.423264907135875;0.913978494623656;0.975562072336266,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.8224828934506353,0.8224828934506353,0.9264069264069262,0.987292277614858,0.402737047898338,27,677,0.16419753086419753,14531,6,24.816910321,24.816910321,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,02000,10x30,DELTA_02000_GAMMA_050,707,2000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2649950.88793193,165391.399235811,251682.222279844,251682.222279844,0,65391.399235811,0,130782.798471622,8,0;1;2;3;4;5;7;9,0.551319648093842;0.152492668621701;0.590420332355816;0.405669599217986;0.857282502443793;0.411534701857283;0.777126099706745;0.303030303030303;0.236559139784946;0.50830889540567,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.4793743890518085,0.4793743890518085,0.47250733137829926,0.857282502443793,0.152492668621701,21,522,0.17142857142857143,10780,3,17.171236474,17.171236474,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,03000,10x30,DELTA_03000_GAMMA_050,707,3000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2562933.77111338,235114.410038126,215004.77255149,215004.77255149,0,135114.410038126,0,270228.820076251,8,0;1;2;3;4;5;6;9,0.500488758553275;0.183773216031281;0.497556207233627;0.312805474095797;0.567937438905181;0.221896383186706;0.300097751710655;0.813294232649071;0.447702834799609;0.441837732160313,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.4287390029325515,0.4287390029325515,0.3782991202346044,0.813294232649071,0.183773216031281,24,613,0.1486111111111111,12986,8,19.864073185,19.864073185,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,05000,10x30,DELTA_05000_GAMMA_050,707,5000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2509605.10733473,332838.399625696,102914.012707264,102914.012707264,0,232838.399625696,0,465676.799251391,10,0;1;2;3;4;5;6;7;8;9,0.206256109481916;0.271749755620723;0.222873900293255;0.253176930596285;0.228739002932551;0.12316715542522;0.272727272727273;0.151515151515152;0.218963831867058;0.181818181818182,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.2130987292277615,0.2130987292277615,0.2130987292277615,0.272727272727273,0.12316715542522,25,635,0.15333333333333332,14583,44,22.173605389,22.173605389,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,10000,10x30,DELTA_10000_GAMMA_050,707,10000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2453909.34252924,395950.121329043,32193.706079753,32193.706079753,0,295950.121329043,0,591900.242658086,10,0;1;2;3;4;5;6;7;8;9,0.0801564027370479;0;0;0.00293255131964809;0.183773216031281;0.000977517106549365;0;0.0899315738025415;0.0391006842619746;0.0527859237536657,10,10,VALID_EXACT_LENGTH,result.csv:best_w,7,0.06423683843038688,0.044965786901270816,0.044965786901270816,0.183773216031281,0.000977517106549365,20,505,0.15833333333333333,12583,65,39.636023108,39.636023108,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,15000,10x30,DELTA_15000_GAMMA_050,707,15000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2448754.95555004,396921.19027302,35407.4559990073,35407.4559990073,0,296921.19027302,0,593842.38054604,10,0;1;2;3;4;5;6;7;8;9,0.0175953079178886;0.0547409579667644;0.125122189638319;0.0625610948191593;0.125122189638319;0.00977517106549365;0.0625610948191593;0.00195503421309873;0.00586510263929619;0.000977517106549365,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.04662756598240475,0.04662756598240475,0.04662756598240475,0.125122189638319,0.000977517106549365,21,507,0.19523809523809524,11059,17,21.50697222,21.50697222,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.1,10x30,DELTA_03000_GAMMA_010,707,3000,0.1,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,3219974.54335212,12281.2377703167,34165.2859452611,34165.2859452611,0,0,87718.7622296833,-175437.524459367,10,0;1;2;3;4;5;6;7;8;9,0.979472140762463;0.982404692082111;0.913978494623656;0.975562072336266;0.987292277614858;0.93841642228739;0.990224828934506;0.990224828934506;0.974584555229717;0.989247311827957,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.972140762463343,0.972140762463343,0.972140762463343,0.990224828934506,0.913978494623656,50,1215,0.19,23285,5,37.289616993,37.289616993,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.3,10x30,DELTA_03000_GAMMA_030,707,3000,0.3,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,3071029.55288884,7031.48994321142,160279.969714999,160279.969714999,0,0,92968.5100567886,-185937.020113577,7,0;1;2;3;4;5;9,0.976539589442815;0.880742913000978;0.966764418377322;0.995112414467253;0.991202346041056;0.983382209188661;0.629521016617791;0.698924731182796;0.348973607038123;0.999022482893451,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.8470185728250246,0.8470185728250246,0.9703951962016479,0.999022482893451,0.348973607038123,50,1220,0.18666666666666668,26239,6,40.803380165,40.803380165,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.4,10x30,DELTA_03000_GAMMA_040,707,3000,0.4,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2833073.71655363,47023.0306921407,312005.284690129,312005.284690129,0,0,52976.9693078593,-105953.938615719,7,0;1;2;3;4;5;9,0.924731182795699;0.466275659824047;0.832844574780059;0.991202346041056;0.999022482893451;0.678396871945259;0.737047898338221;0.386119257086999;0.546432062561095;0.652981427174976,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.7215053763440862,0.7215053763440862,0.7922077922077924,0.999022482893451,0.386119257086999,32,799,0.16770833333333332,19008,0,28.599633586,28.599633586,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.6,10x30,DELTA_03000_GAMMA_060,707,3000,0.6,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2482657.15479604,367176.119870957,61082.0756291844,61082.0756291844,0,267176.119870957,0,534352.239741914,10,0;1;2;3;4;5;6;7;8;9,0.141739980449658;0.148582600195503;0.0762463343108504;0.125122189638319;0.208211143695015;0.144672531769306;0.132942326490714;0.0234604105571848;0.043010752688172;0.102639296187683,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.11466275659824052,0.11466275659824052,0.11466275659824052,0.208211143695015,0.0234604105571848,36,890,0.17592592592592593,17717,35,26.948282727,26.948282727,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.7,10x30,DELTA_03000_GAMMA_070,707,3000,0.7,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2442895.7079658,403321.462597977,28455.5938405138,28455.5938405138,0,303321.462597977,0,606642.925195954,10,0;1;2;3;4;5;6;7;8;9,0.125122189638319;0.00293255131964809;0.0156402737047898;0.0156402737047898;0.0664711632453568;0.0205278592375367;0.0635386119257087;0.0449657869012708;0.0664711632453568;0.032258064516129,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.04535679374389055,0.04535679374389055,0.04535679374389055,0.125122189638319,0.00293255131964809,25,626,0.16533333333333333,12809,5,22.196255845,22.196255845,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.9,10x30,DELTA_03000_GAMMA_090,707,3000,0.9,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2430504.82512237,423231.016288358,970.310211969145,970.310211969145,0,323231.016288358,0,646462.032576717,10,0;1;2;3;4;5;6;7;8;9,0;0.00195503421309873;0.00782013685239492;0;0.00391006842619746;0.010752688172043;0;0;0;0,10,10,VALID_EXACT_LENGTH,result.csv:best_w,4,0.006109481915933528,0.002443792766373411,0.002443792766373411,0.010752688172043,0.00195503421309873,11,259,0.21515151515151515,4432,2,14.470909279,14.470909279,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,00500,10x30,DELTA_00500_GAMMA_050,808,500,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,3105400.16457611,5919.76878846833,143006.473197455,143006.473197455,0,0,94080.2312115317,-188160.462423063,5,1;4;5;8;9,0.619745845552297;0.992179863147605;0.596285434995112;0.0733137829912024;0.974584555229717;0.991202346041056;0.462365591397849;0.910068426197458;0.90713587487781;0.993157380254154,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.752003910068426,0.752003910068426,0.9716520039100683,0.993157380254154,0.0733137829912024,20,495,0.175,23997,96,36.768825059,36.768825059,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,01000,10x30,DELTA_01000_GAMMA_050,808,1000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2981441.10118022,30165.134637661,214232.454693266,214232.454693266,0,0,69834.865362339,-139669.730724678,5,1;4;5;8;9,0.165200391006843;0.694037145650049;0.329423264907136;0.986314760508309;1;0.966764418377322;0.270772238514174;0.0244379276637341;0.378299120234604;0.647116324535679,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.546236559139785,0.546236559139785,0.7372434017595308,1.0,0.0244379276637341,28,684,0.18571428571428572,35634,71,63.222193,63.222193,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,02000,10x30,DELTA_02000_GAMMA_050,808,2000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2803107.62993793,118440.320730923,211652.516343467,211652.516343467,0,18440.320730923,0,36880.6414618461,5,1;4;5;8;9,0.556207233626588;0.395894428152493;0.777126099706745;0.958944281524927;0.742913000977517;0.248289345063539;0.145650048875855;0.00782013685239492;0.205278592375367;0.735092864125122,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.47732160312805477,0.47732160312805477,0.4654936461388076,0.958944281524927,0.00782013685239492,12,310,0.1388888888888889,16736,76,29.308903634,29.308903634,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,03000,10x30,DELTA_03000_GAMMA_050,808,3000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2732061.90909456,175760.547125795,172247.597102776,172247.597102776,0,75760.5471257948,0,151521.09425159,5,1;4;5;8;9,0.43108504398827;0.231671554252199;0.151515151515152;0.144672531769306;0.540566959921799;0.545454545454545;0.801564027370479;0.951124144672532;0.287390029325513;0.193548387096774,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.4278592375366569,0.4278592375366569,0.359726295210166,0.951124144672532,0.144672531769306,16,409,0.14791666666666667,20694,45,36.939773905,36.939773905,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,05000,10x30,DELTA_05000_GAMMA_050,808,5000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2662803.60909322,237039.838724012,114589.669278125,114589.669278125,0,137039.838724012,0,274079.677448025,5,1;4;5;8;9,0.00782013685239492;0.125122189638319;0.196480938416422;0.948191593352884;0.394916911045943;0.213098729227761;0.454545454545455;0.281524926686217;0.251221896383187;0.23069403714565,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.31036168132942327,0.31036168132942327,0.243010752688172,0.948191593352884,0.00782013685239492,15,378,0.16,22544,91,44.796511017,44.796511017,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,10000,10x30,DELTA_10000_GAMMA_050,808,10000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2626983.13505807,295125.434777594,38366.6142013918,38366.6142013918,0,195125.434777594,0,390250.869555189,5,1;4;5;8;9,0.746823069403715;0.0332355816226784;0.0391006842619746;0.00879765395894428;0.132942326490714;0.161290322580645;0.782013685239492;0.475073313782991;0.0312805474095797;0.00195503421309873,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.24125122189638326,0.24125122189638326,0.07214076246334317,0.782013685239492,0.00195503421309873,22,542,0.1787878787878788,30792,169,57.588853072,57.588853072,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
delta,15000,10x30,DELTA_15000_GAMMA_050,808,15000,0.5,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2612482.89837846,301946.284276423,27875.9375942584,27875.9375942584,0,201946.284276423,0,403892.568552846,5,1;4;5;8;9,0.993157380254154;0.0312805474095797;0.0410557184750733;0.00782013685239492;0.0625610948191593;0.125122189638319;0;0.217008797653959;0.0625610948191593;0,10,10,VALID_EXACT_LENGTH,result.csv:best_w,8,0.19257086999022482,0.15405669599217986,0.05630498533724346,0.993157380254154,0.00782013685239492,19,474,0.16842105263157894,29582,151,74.762764427,74.762764427,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.1,10x30,DELTA_03000_GAMMA_010,808,3000,0.1,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,3236555.71510055,4365.49496285541,18885.6008558293,18885.6008558293,0,0,95634.5050371446,-191269.010074289,5,1;4;5;8;9,0.619745845552297;0.98533724340176;0.571847507331378;0.826001955034213;0.990224828934506;0.987292277614858;0.695992179863148;0.589442815249267;0.978494623655914;0.98533724340176,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.8229716520039101,0.8229716520039101,0.9853372434017597,0.990224828934506,0.571847507331378,27,665,0.17901234567901234,33509,203,40.511241083,40.511241083,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.3,10x30,DELTA_03000_GAMMA_030,808,3000,0.3,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,3125732.50552621,9374.0679256562,115757.807502535,115757.807502535,0,0,90625.9320743438,-181251.864148688,5,1;4;5;8;9,0.394916911045943;0.966764418377322;0.570869990224829;0.518084066471163;0.976539589442815;0.989247311827957;0.462365591397849;0.236559139784946;0.613880742913001;0.995112414467253,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.6724340175953077,0.6724340175953077,0.9083088954056696,0.995112414467253,0.236559139784946,25,623,0.16933333333333334,36587,261,50.322971437,50.322971437,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.4,10x30,DELTA_03000_GAMMA_040,808,3000,0.4,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2959889.87789031,37324.035476376,221454.496121749,221454.496121749,0,0,62675.964523624,-125351.929047248,5,1;4;5;8;9,0.299120234604106;0.632453567937439;0.847507331378299;0.841642228739003;0.958944281524927;0.992179863147605;0.437927663734115;0.284457478005865;0.425219941348974;0.529814271749756,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.6249266862170089,0.6249266862170089,0.7077223851417402,0.992179863147605,0.284457478005865,20,496,0.17333333333333334,26098,73,45.464763122,45.464763122,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
gamma,0.6,10x30,DELTA_03000_GAMMA_060,808,3000,0.6,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,2634849.88965537,271988.116241285,76828.0492795624,76828.0492795624,0,171988.116241285,0,343976.232482571,5,1;4;5;8;9,0.905180840664712;0.0782013685239492;0.140762463343109;0.00195503421309873;0.186705767350929;0.251221896383187;0.562072336265885;0.705767350928641;0.0195503421309873;0.102639296187683,10,10,VALID_EXACT_LENGTH,result.csv:best_w,10,0.2954056695992181,0.2954056695992181,0.1276637341153471,0.905180840664712,0.00195503421309873,16,389,0.18958333333333333,20516,61,42.251811657,42.251811657,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,
