order_id,size_id,scenario_id,random_seed,delta,gamma,status,validation_status,completion_marker,output_directory,unique_key
97,10x30,DELTA_10000_GAMMA_050,808,10000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_808/DELTA_10000_GAMMA_050,10x30|808|DELTA_10000_GAMMA_050
98,10x30,DELTA_15000_GAMMA_050,808,15000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_808/DELTA_15000_GAMMA_050,10x30|808|DELTA_15000_GAMMA_050
99,10x30,DELTA_03000_GAMMA_010,808,3000,0.1,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_808/DELTA_03000_GAMMA_010,10x30|808|DELTA_03000_GAMMA_010
100,10x30,DELTA_03000_GAMMA_030,808,3000,0.3,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_808/DELTA_03000_GAMMA_030,10x30|808|DELTA_03000_GAMMA_030
101,10x30,DELTA_03000_GAMMA_040,808,3000,0.4,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_808/DELTA_03000_GAMMA_040,10x30|808|DELTA_03000_GAMMA_040
102,10x30,DELTA_03000_GAMMA_060,808,3000,0.6,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_808/DELTA_03000_GAMMA_060,10x30|808|DELTA_03000_GAMMA_060
103,10x30,DELTA_03000_GAMMA_070,808,3000,0.7,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_808/DELTA_03000_GAMMA_070,10x30|808|DELTA_03000_GAMMA_070
104,10x30,DELTA_03000_GAMMA_090,808,3000,0.9,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_808/DELTA_03000_GAMMA_090,10x30|808|DELTA_03000_GAMMA_090
105,10x30,DELTA_00500_GAMMA_050,909,500,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_00500_GAMMA_050,10x30|909|DELTA_00500_GAMMA_050
106,10x30,DELTA_01000_GAMMA_050,909,1000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_01000_GAMMA_050,10x30|909|DELTA_01000_GAMMA_050
107,10x30,DELTA_02000_GAMMA_050,909,2000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_02000_GAMMA_050,10x30|909|DELTA_02000_GAMMA_050
108,10x30,DELTA_03000_GAMMA_050,909,3000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_03000_GAMMA_050,10x30|909|DELTA_03000_GAMMA_050
109,10x30,DELTA_05000_GAMMA_050,909,5000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_05000_GAMMA_050,10x30|909|DELTA_05000_GAMMA_050
110,10x30,DELTA_10000_GAMMA_050,909,10000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_10000_GAMMA_050,10x30|909|DELTA_10000_GAMMA_050
111,10x30,DELTA_15000_GAMMA_050,909,15000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_15000_GAMMA_050,10x30|909|DELTA_15000_GAMMA_050
112,10x30,DELTA_03000_GAMMA_010,909,3000,0.1,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_03000_GAMMA_010,10x30|909|DELTA_03000_GAMMA_010
113,10x30,DELTA_03000_GAMMA_030,909,3000,0.3,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_03000_GAMMA_030,10x30|909|DELTA_03000_GAMMA_030
114,10x30,DELTA_03000_GAMMA_040,909,3000,0.4,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_03000_GAMMA_040,10x30|909|DELTA_03000_GAMMA_040
115,10x30,DELTA_03000_GAMMA_060,909,3000,0.6,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_03000_GAMMA_060,10x30|909|DELTA_03000_GAMMA_060
116,10x30,DELTA_03000_GAMMA_070,909,3000,0.7,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_03000_GAMMA_070,10x30|909|DELTA_03000_GAMMA_070
117,10x30,DELTA_03000_GAMMA_090,909,3000,0.9,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_909/DELTA_03000_GAMMA_090,10x30|909|DELTA_03000_GAMMA_090
118,10x30,DELTA_00500_GAMMA_050,1010,500,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_00500_GAMMA_050,10x30|1010|DELTA_00500_GAMMA_050
119,10x30,DELTA_01000_GAMMA_050,1010,1000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_01000_GAMMA_050,10x30|1010|DELTA_01000_GAMMA_050
120,10x30,DELTA_02000_GAMMA_050,1010,2000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_02000_GAMMA_050,10x30|1010|DELTA_02000_GAMMA_050
121,10x30,DELTA_03000_GAMMA_050,1010,3000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_03000_GAMMA_050,10x30|1010|DELTA_03000_GAMMA_050
122,10x30,DELTA_05000_GAMMA_050,1010,5000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_05000_GAMMA_050,10x30|1010|DELTA_05000_GAMMA_050
123,10x30,DELTA_10000_GAMMA_050,1010,10000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_10000_GAMMA_050,10x30|1010|DELTA_10000_GAMMA_050
124,10x30,DELTA_15000_GAMMA_050,1010,15000,0.5,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_15000_GAMMA_050,10x30|1010|DELTA_15000_GAMMA_050
125,10x30,DELTA_03000_GAMMA_010,1010,3000,0.1,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_03000_GAMMA_010,10x30|1010|DELTA_03000_GAMMA_010
126,10x30,DELTA_03000_GAMMA_030,1010,3000,0.3,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_03000_GAMMA_030,10x30|1010|DELTA_03000_GAMMA_030
127,10x30,DELTA_03000_GAMMA_040,1010,3000,0.4,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_03000_GAMMA_040,10x30|1010|DELTA_03000_GAMMA_040
128,10x30,DELTA_03000_GAMMA_060,1010,3000,0.6,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_03000_GAMMA_060,10x30|1010|DELTA_03000_GAMMA_060
129,10x30,DELTA_03000_GAMMA_070,1010,3000,0.7,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_03000_GAMMA_070,10x30|1010|DELTA_03000_GAMMA_070
130,10x30,DELTA_03000_GAMMA_090,1010,3000,0.9,COMPLETED,PASS,COMPLETED.ok,results/paper_experiments/part3_investment_cost/RQ2_delta_gamma/formal_130runs_resumable_20260802_1530/seed_1010/DELTA_03000_GAMMA_090,10x30|1010|DELTA_03000_GAMMA_090
