random_seed,scenario_id,level,profit_change_absolute,profit_change_percent,emissions_change_absolute,emissions_change_percent,investment_cost_change_absolute,investment_cost_change_percent,carbon_trading_net_cost_change,open_dc_count_change,network_structure_changed,positive_w_count_change,mean_positive_w_change,mean_all_candidate_w_change,mean_open_dc_w_change,max_w_change
606,DELTA_03000_GAMMA_030,0.3,474218.51399144996,20.830075628806757,-190002.6140652235,-89.4476413582419,-85563.286913925,-39.31995846618085,-380005.228130448,0.0,False,0.0,0.3596285434995111,0.3596285434995111,0.5577433319368801,0.020527859237535973
606,DELTA_03000_GAMMA_040,0.4,284706.69874752034,12.505758193670346,-177124.94654031558,-83.38521431235279,73566.97613432899,33.80714498490788,-354249.893080632,0.0,False,0.0,0.20293255131964782,0.20293255131964782,0.44365312107247573,0.021505376344086002
606,DELTA_03000_GAMMA_060,0.6,-146616.13046620972,-6.440122002636976,138590.47223645402,65.24431738618216,-126166.9891241576,-57.97908134543168,277180.944472907,0.0,False,0.0,-0.2243401759530793,-0.2243401759530793,-0.18167853651724633,-0.521016617790812
606,DELTA_03000_GAMMA_070,0.7,-199830.4109464998,-8.777562347610438,203829.49042276602,95.95692799947548,-199728.3945667728,-91.78366636128375,407658.980845531,0.0,False,-1.0,-0.310763549473227,-0.3202346041055719,-0.2966066191872645,-0.484848484848485
606,DELTA_03000_GAMMA_090,0.9,-222287.88142790995,-9.764008036164688,219699.95236529998,103.42827461757042,-215793.60134585918,-99.16631008720493,439399.9047305989,0.0,False,-4.0,-0.2665037471489087,-0.32209188660801585,-0.32760787599497293,-0.17693059628543595
707,DELTA_03000_GAMMA_010,0.1,657040.7722387402,25.6362758821236,-222833.17226780928,-94.77648444928357,-180839.4866062289,-84.10952206324673,-445666.344535618,2.0,True,0.0,0.5434017595307915,0.5434017595307915,0.5938416422287387,0.17693059628543506
707,DELTA_03000_GAMMA_030,0.3,508095.7817754601,19.824772200599437,-228082.92009491456,-97.00933262998588,-54724.802836491,-25.452831668369285,-456165.84018982796,-1.0,True,0.0,0.41827956989247306,0.41827956989247306,0.5920960759670435,0.18572825024438
707,DELTA_03000_GAMMA_040,0.4,270139.94544025,10.54026243225539,-188091.3793459853,-79.99993676078151,97000.512138639,45.11551580344991,-376182.75869197,-1.0,True,0.0,0.29276637341153466,0.29276637341153466,0.413908671973188,0.18572825024438
707,DELTA_03000_GAMMA_060,0.6,-80276.6163173397,-3.1322157920009865,132061.709832831,56.169126261302296,-153922.6969223056,-71.5903629001741,264123.419665663,2.0,True,0.0,-0.31407624633431097,-0.31407624633431097,-0.2636363636363639,-0.6050830889540559
707,DELTA_03000_GAMMA_070,0.7,-120038.06314757979,-4.683619393544973,168207.05255985103,71.54263855310897,-186549.1787109762,-86.76513386059877,336414.10511970305,2.0,True,0.0,-0.38338220918866095,-0.38338220918866095,-0.3329423264907138,-0.688172043010752
707,DELTA_03000_GAMMA_090,0.9,-132428.94599100994,-5.167084201847349,188116.60625023203,80.01066638991934,-214034.46233952086,-99.54870294251874,376233.212500466,2.0,True,-6.0,-0.422629521016618,-0.4262952101661781,-0.37585532746823097,-0.802541544477028
808,DELTA_03000_GAMMA_010,0.1,504493.80600599013,18.4656798708191,-171395.0521629396,-97.51622589127983,-153361.99624694668,-89.03578269102893,-342790.104325879,0.0,False,0.0,0.3951124144672532,0.3951124144672532,0.6256109481915937,0.039100684261973995
808,DELTA_03000_GAMMA_030,0.3,393670.5964316502,14.409285350423032,-166386.47920013883,-94.6665687613347,-56489.789600241,-32.795690941647734,-332772.958400278,0.0,False,0.0,0.24457478005865085,0.24457478005865085,0.5485826001955036,0.043988269794720924
808,DELTA_03000_GAMMA_040,0.4,227827.96879574982,8.339048541958368,-138436.51164941903,-78.76426986218785,49206.899018972996,28.56753873298588,-276873.023298838,0.0,False,0.0,0.19706744868035198,0.19706744868035198,0.3479960899315742,0.041055718475072944
808,DELTA_03000_GAMMA_060,0.6,-97212.01943919016,-3.5581924082901715,96227.56911548998,54.74924304065699,-95419.5478232136,-55.396736690776045,192455.13823098099,0.0,False,0.0,-0.1324535679374388,-0.1324535679374388,-0.23206256109481893,-0.045943304007819985
808,DELTA_03000_GAMMA_070,0.7,-129787.50720603019,-4.7505331696177935,131170.458235744,74.6302059141082,-144144.3490311453,-83.68438890043723,262340.916471489,0.0,False,-3.0,-0.1738444351347576,-0.2500488758553274,-0.3153470185728249,-0.07526881720430101
808,DELTA_03000_GAMMA_090,0.9,-139998.63279049983,-5.124284787415274,151546.171274043,86.22308803213879,-172037.2089997609,-99.87785716227462,303092.342548085,1.0,True,-6.0,-0.24017595307917894,-0.3527859237536657,-0.35907461713913313,-0.21603128054741005
909,DELTA_03000_GAMMA_010,0.1,759187.6071852199,32.41040585401898,-272951.3375816654,-97.47897671099257,-207016.5707244673,-86.43425510909407,-545902.675163332,0.0,False,0.0,0.633919843597263,0.633919843597263,0.6135549038774846,0.26686217008797697
909,DELTA_03000_GAMMA_030,0.3,582594.1808206798,24.871472703032758,-266843.119307967,-95.2975517283458,-44054.402155848016,-18.393742207648046,-533686.238615935,0.0,False,0.0,0.5688172043010755,0.5688172043010755,0.606169219072445,0.264907135874878
909,DELTA_03000_GAMMA_040,0.4,326616.8642108496,13.943569451941828,-216502.16100933382,-77.31931009348547,98139.46072379901,40.97551782827983,-433004.32201866846,0.0,False,0.0,0.4036168132942325,0.4036168132942325,0.36700336700336694,0.25513196480938405
909,DELTA_03000_GAMMA_060,0.6,-143440.67811055016,-6.123612331838832,124544.57504797797,44.47854272540414,-105865.430412299,-44.2012906863847,249089.150095955,0.0,False,0.0,-0.1833822091886608,-0.1833822091886608,-0.20462691430433363,-0.419354838709677
909,DELTA_03000_GAMMA_070,0.7,-197078.97784760036,-8.41347987886425,199193.988644664,71.13805102440065,-201679.16847831203,-84.20576496577091,398387.9772893271,0.0,False,0.0,-0.29012707722385134,-0.29012707722385134,-0.32301509720864546,-0.607038123167155
909,DELTA_03000_GAMMA_090,0.9,-215141.88664130028,-9.184601798357223,166303.477154587,59.39187886067351,-237672.5892465308,-99.23385910355816,332606.954309172,0.0,False,-5.0,-0.2146627565982404,-0.27507331378299116,-0.36819811013359394,-0.16129032258064502
1010,DELTA_03000_GAMMA_010,0.1,620053.3300934699,24.772005357326382,-269145.9691126485,-95.95995549521697,-83682.08036822951,-74.9383369170079,-538291.938225296,0.0,False,0.0,0.5565004887585534,0.5565004887585534,0.6752199413489738,0.24828934506353895
1010,DELTA_03000_GAMMA_030,0.3,476006.62923251,19.017136425495984,-272022.1358303677,-96.98540956810945,67751.58818467,60.67238433489955,-544044.271660734,0.0,False,0.0,0.6110459433040077,0.6110459433040077,0.6889051808406647,0.24731182795698992
1010,DELTA_03000_GAMMA_040,0.4,226843.47647722997,9.062716933915008,-213009.3417412872,-75.94528359815139,169989.15015768498,152.22738429419812,-426018.6834825734,-1.0,True,0.0,0.3576735092864126,0.3576735092864126,0.47454964390448273,0.17790811339198498
1010,DELTA_03000_GAMMA_060,0.6,-81487.51683002012,-3.2555412663684704,74147.33535067801,26.43611949232649,-66990.7658598119,-59.99105854252783,148294.670701357,0.0,False,-1.0,-0.18039535136309326,-0.19687194525904197,-0.168377321603128,-0.23069403714565007
1010,DELTA_03000_GAMMA_070,0.7,-121129.77204828989,-4.839305292755433,110563.93503636197,39.41991150915124,-95870.5245987552,-85.85323932170563,221127.87007272494,1.0,True,0.0,-0.3140762463343108,-0.3140762463343108,-0.2545074399913109,-0.6735092864125118
1010,DELTA_03000_GAMMA_090,0.9,-133532.96835580003,-5.334830484647065,123979.07239771303,44.20287737857013,-110336.84785496835,-98.80801053860318,247958.14479542704,1.0,True,-6.0,-0.3392961876832844,-0.34281524926686213,-0.28600521342456825,-0.7419354838709674
