experiment_name,outcome,inner_bp_status,has_integer_solution,run_mode,num_dc,num_retailers,random_seed,delta,investment_exponent,pricing_algorithm,pricing_max_cols_per_dc,configured_mutation_rate,effective_mutation_rate,mutation_active,total_profit,inner_bp_best_bound,inner_bp_relative_gap,carbon_emission,carbon_cap,e_plus,e_minus,net_carbon_trading_cost,total_investment_cost,num_dc_open,num_retailers_served,branch_nodes,processed_nodes,pruned_nodes,remaining_active_nodes,cg_iterations,total_columns,ga_generations,fitness_requests,unique_chromosomes,repeated_chromosome_requests,actual_fitness_cache_hits,fitness_bp_solves,fitness_bp_certified_optimal,fitness_bp_feasible_uncertified,fitness_bp_no_integer,fitness_evaluation_failures,solve_time,ga_time,bp_time,cg_time,pricing_time,cplex_build_time,cplex_solve_time,bb_time,best_w
exp,HEURISTIC_BEST_FOUND,OPTIMAL,1,ga,10,30,707,3000,0.6,0,3,-1,0.01,1,2482657.15479604,2482657.15479604,0,367176.119870957,100000,267176.119870957,0,534352.239741914,61082.0756291844,10,30,35,960,14,0,17717,232309,36,1080,890,190,190,890,890,0,0,0,26.948282727,26.812692886,26.796891598,176.631931825,163.88641133,2.935205583,7.105686996,0.1756032,0.141739980449658;0.148582600195503;0.0762463343108504;0.125122189638319;0.208211143695015;0.144672531769306;0.132942326490714;0.0234604105571848;0.043010752688172;0.102639296187683
