component,value
facility_emission,659.56989247311822
inventory_emission,3.8022217448199562
supplier_dc_transport_emission,8494.880649946017
dc_market_transport_emission,5389.2120843598186
total_emission,14547.464848523774
emission_decomposition_error,0
