size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source,open_dc_set,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,actual_bp_calls
10x30,DELTA_03000_GAMMA_070,gamma,0.7,303,3000,0.7,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2118119.98649123,390852.831295931,21021.1223603558,290852.831295931,0,581705.662591861,9,35,1050,863,187,0.17809523809523808,12798,79,0.0459433040078201;0.0703812316715543;0.0469208211143695;0.0391006842619746;0.0625610948191593;0.0625610948191593;0.00195503421309873;0.0312805474095797;0.0547409579667644;0.0254154447702835,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,,report.txt D_j open DCs; closed DCs D=0,21021.1223603558,0,21.344841315,0,21.344841315,15372,gamma,0.7,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,0.0459433040078201;0.0703812316715543;0.0469208211143695;0.0391006842619746;0.0625610948191593;0.0625610948191593;0.00195503421309873;0.0312805474095797;0.0547409579667644;0.0254154447702835,10,result.csv:best_w,0;1;2;3;4;5;6;8;9,10,0.04408602150537634,0.04408602150537634,0.045508851960464856,0.0703812316715543,0.00195503421309873,863
