component,value
revenue,2.77769e+08
facility_fixed_cost,1.67485e+07
inventory_cost,4.14452e+06
supplier_dc_transport_cost,5.64819e+07
dc_market_transport_cost,2.52034e+07
total_transport_cost,8.16853e+07
investment_cost,9.78247
carbon_trading_cost,1716.9
reported_total_profit,1.7522e+08
recomputed_total_profit,1.7522e+08
objective_decomposition_error,2.98023e-08
