Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2367928.671520,2217164.835006,2028146.242216,23.341780
1,2369715.455157,2235909.247249,2096004.606391,23.341780
2,2379104.480542,2283135.073802,2189027.515427,23.341780
3,2382988.799115,2295255.621223,2151169.450364,23.341780
4,2382988.799115,2325832.603425,2230092.478477,23.341781
5,2392911.298831,2351075.901008,2270501.025491,23.341781
6,2403239.780174,2381180.732579,2327945.930503,23.341781
7,2407974.076035,2384148.520337,2266810.621658,23.341781
8,2408923.695249,2391215.684670,2343606.543295,23.341781
9,2414304.214806,2394094.948604,2376570.045369,23.341781
10,2414538.797874,2400797.235133,2358274.406708,23.341781
11,2419341.433978,2405298.906779,2388927.060004,23.341781
12,2430147.863679,2405400.704531,2353501.088003,23.341781
13,2439025.585888,2407231.652486,2319173.896159,23.341781
14,2439025.585888,2409159.986508,2361498.223338,23.341781
15,2439025.585888,2400437.604644,2251533.848355,23.341781
16,2442399.810382,2409896.638470,2318265.441403,23.341781
17,2442553.133371,2420032.764516,2384934.722179,23.341782
18,2442814.300989,2423459.193543,2393072.965289,23.341782
19,2442814.300989,2425327.304983,2331154.401769,23.341783
20,2442863.202430,2424640.252534,2331683.055592,23.341783
21,2442863.202430,2426979.134667,2340993.388271,23.341783
22,2442863.202430,2423851.029760,2345302.102928,23.341783
23,2442863.202430,2428107.310288,2380071.113814,23.341783
24,2444558.219059,2429917.966145,2395884.910009,23.341783
25,2444558.219059,2424783.061836,2335161.531025,23.341783
26,2444558.219059,2425681.497858,2340172.780062,23.341783
