Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.73967e+08,1.73013e+08,1.72074e+08,0.0602853
1,1.73967e+08,1.73175e+08,1.72305e+08,0.108486
2,1.73967e+08,1.73483e+08,1.72638e+08,0.167421
3,1.73967e+08,1.73657e+08,1.72948e+08,0.207661
4,1.73967e+08,1.73796e+08,1.73431e+08,0.244316
5,1.73967e+08,1.73879e+08,1.73119e+08,0.290491
6,1.73967e+08,1.73867e+08,1.73525e+08,0.33879
7,1.73967e+08,1.73941e+08,1.73815e+08,0.38888
8,1.73967e+08,1.73952e+08,1.73886e+08,0.438142
9,1.73967e+08,1.73946e+08,1.738e+08,0.492981
10,1.73967e+08,1.7395e+08,1.73827e+08,0.553127
