component,value
revenue,2.72126e+08
facility_fixed_cost,1.67485e+07
inventory_cost,3.9791e+06
supplier_dc_transport_cost,4.73994e+07
dc_market_transport_cost,3.00616e+07
total_transport_cost,7.7461e+07
investment_cost,49.4864
carbon_trading_cost,142.374
reported_total_profit,1.73967e+08
recomputed_total_profit,1.73967e+08
objective_decomposition_error,0
