component,value
facility_emission,657.41935483870964
inventory_emission,3.9485228760330142
supplier_dc_transport_emission,10097.252525534999
dc_market_transport_emission,4507.9609159822503
total_emission,15266.581319231993
emission_decomposition_error,0
