num_dc,num_retailers,random_seed,chromosome_length,levels_per_dc,expected_combinations,completed_combinations,certified_optimal_combinations,uncertified_combinations,failed_combinations,timeout_combinations,total_wall_time_sec,total_user_time_sec,total_system_time_sec,max_parent_rss_kb,best_grid_id,best_objective,best_w,average_bp_time_sec,median_bp_time_sec,maximum_bp_time_sec,total_cg_iterations,average_cg_iterations,total_branch_nodes
5,20,101,3,8,32768,32768,32768,0,0,0,5380.06648510601,UNKNOWN,UNKNOWN,UNKNOWN,12690,1352816.61395718,0.42857142857142855;0.0;0.8571428571428571;0.2857142857142857;0.2857142857142857,0.1641865992769168,UNKNOWN,1.894301571,UNKNOWN,UNKNOWN,UNKNOWN
