size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source
10x30,DELTA_10000_GAMMA_050,delta,10000,101,10000,0.5,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2261798.0890219,324721.43992235,50005.1030756683,224721.43992235,0,449442.879844701,7,13,390,319,71,0.18205128205128204,11678,79,0.0821114369501466;0.608015640273705;0.0625610948191593;0.103616813294233;0.0821114369501466;0.0869990224828935;0.10752688172043;0.178885630498534;0.594330400782014;0.579667644183773,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,5659c8365d8d63d0c8ef4318619fdb7f5af599d3e9e060f726dda4635f869af5,646508b8480eb597d4ae8ee4abfe1bbd0e2d8b6e2253e8023b1a35900ab4efb8,report.txt D_j open DCs; closed DCs D=0,50005.1030756685,1.74622982740402e-10,162.59,1.41,46.32,17748,delta,10000,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,normal_or_early_stop,0.0821114369501466;0.608015640273705;0.0625610948191593;0.103616813294233;0.0821114369501466;0.0869990224828935;0.10752688172043;0.178885630498534;0.594330400782014;0.579667644183773,10,result.csv:best_w
