experiment_name,outcome,inner_bp_status,has_integer_solution,run_mode,num_dc,num_retailers,random_seed,delta,investment_exponent,pricing_algorithm,pricing_max_cols_per_dc,configured_mutation_rate,effective_mutation_rate,mutation_active,total_profit,inner_bp_best_bound,inner_bp_relative_gap,carbon_emission,carbon_cap,e_plus,e_minus,net_carbon_trading_cost,total_investment_cost,num_dc_open,num_retailers_served,branch_nodes,processed_nodes,pruned_nodes,remaining_active_nodes,cg_iterations,total_columns,ga_generations,fitness_requests,unique_chromosomes,repeated_chromosome_requests,actual_fitness_cache_hits,fitness_bp_solves,fitness_bp_certified_optimal,fitness_bp_feasible_uncertified,fitness_bp_no_integer,fitness_evaluation_failures,solve_time,ga_time,bp_time,cg_time,pricing_time,cplex_build_time,cplex_solve_time,bb_time,best_w
exp,HEURISTIC_BEST_FOUND,OPTIMAL,1,ga,10,30,101,10000,0.5,0,3,-1,0.01,1,2261798.0890219,2261798.0890219,0,324721.43992235,100000,224721.43992235,0,449442.879844701,50005.1030756683,7,30,79,477,74,0,11678,103934,13,390,319,71,71,319,319,0,0,0,46.319830961,46.125333563,46.119772372,164.825861416,156.297181735,2.067176647,4.770258498,0.103500149000004,0.0821114369501466;0.608015640273705;0.0625610948191593;0.103616813294233;0.0821114369501466;0.0869990224828935;0.10752688172043;0.178885630498534;0.594330400782014;0.579667644183773
