Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.73346e+08,1.72375e+08,1.7145e+08,0.0768881
1,1.73346e+08,1.72589e+08,1.72062e+08,0.126779
2,1.73346e+08,1.7269e+08,1.72108e+08,0.192424
3,1.73346e+08,1.72849e+08,1.72263e+08,0.238834
4,1.73346e+08,1.72991e+08,1.72289e+08,0.293836
5,1.73346e+08,1.73066e+08,1.72717e+08,0.352687
6,1.73346e+08,1.73116e+08,1.72737e+08,0.409275
7,1.73346e+08,1.73141e+08,1.72543e+08,0.480131
8,1.73346e+08,1.73182e+08,1.72881e+08,0.541168
9,1.73346e+08,1.73205e+08,1.72987e+08,0.605446
10,1.73346e+08,1.73255e+08,1.72974e+08,0.66044
