Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1764139.876278,581809.941138,200000.000000,9.056330
1,1764139.876278,840615.918832,200000.000000,9.056330
2,1764464.564986,1164485.353366,265699.040925,9.056331
3,1764464.564986,1314426.539419,695423.450871,9.056331
4,1764464.564986,1429439.816884,768273.205278,9.056331
5,1764518.028635,1479311.311815,1040593.815523,9.056331
6,1764518.028635,1586354.090038,1028453.248869,9.056331
7,1764518.028635,1616854.885861,1401310.754394,9.056331
8,1764905.924509,1631508.612021,1301810.788062,9.056331
9,1764905.924509,1642755.322966,1442141.850418,9.056333
10,1764905.924509,1677521.460632,1589697.910487,9.056333
