experiment_name,outcome,inner_bp_status,has_integer_solution,run_mode,num_dc,num_retailers,random_seed,delta,investment_exponent,pricing_algorithm,pricing_max_cols_per_dc,configured_mutation_rate,effective_mutation_rate,mutation_active,total_profit,inner_bp_best_bound,inner_bp_relative_gap,carbon_emission,carbon_cap,e_plus,e_minus,net_carbon_trading_cost,total_investment_cost,num_dc_open,num_retailers_served,branch_nodes,processed_nodes,pruned_nodes,remaining_active_nodes,cg_iterations,total_columns,ga_generations,fitness_requests,unique_chromosomes,repeated_chromosome_requests,actual_fitness_cache_hits,fitness_bp_solves,fitness_bp_certified_optimal,fitness_bp_feasible_uncertified,fitness_bp_no_integer,fitness_evaluation_failures,solve_time,ga_time,bp_time,cg_time,pricing_time,cplex_build_time,cplex_solve_time,bb_time,best_w
exp,HEURISTIC_BEST_FOUND,OPTIMAL,1,ga,5,20,909,3000,0.5,0,3,-1,0.0666666666666667,1,1041990.74169169,1041990.74169169,0,123592.209760234,100000,23592.2097602337,0,47184.4195204673,250320.432182742,5,20,30,579,24,0,9012,70770,25,750,519,231,231,519,519,0,0,0,5.451348222,5.40088945,5.397269023,33.594139024,29.961257095,0.416582114,2.274037829,0.0972592960000001,0.857142857142857;0.285714285714286;0.428571428571429;0.142857142857143;0.428571428571429
