Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1031616.214632,974112.440605,819759.216273,5.451775
1,1031616.214632,979580.664111,886444.201423,5.451775
2,1032763.895124,988144.851749,930724.075254,5.451775
3,1032763.895124,995724.518215,946718.648784,5.451775
4,1034815.078903,997258.926937,905857.004325,5.451775
5,1035247.823407,1002965.968333,942076.359292,5.451776
6,1035247.823407,1011769.597558,974959.037595,5.451776
7,1035247.823407,1013584.949493,942235.868785,5.451776
8,1035247.823407,1015416.166756,973232.396970,5.451776
9,1039145.219964,1019169.178950,946832.092793,5.451776
10,1039145.219964,1016730.658186,951080.214659,5.451776
11,1039145.219964,1019946.469302,984381.214653,5.451776
12,1039145.219964,1017732.041948,973037.279567,5.451776
13,1039145.219964,1014610.334775,945498.831278,5.451776
14,1041470.473290,1009450.043175,945498.831278,5.451776
15,1041470.473290,1012417.884377,937801.176197,5.451776
16,1041470.473290,1015234.691208,936567.995380,5.451776
17,1041470.473290,1019218.350359,982261.018072,5.451780
18,1041470.473290,1022983.920159,989167.739763,5.451780
19,1041470.473290,1022543.429091,966676.099260,5.451780
20,1041470.473290,1023181.581911,980262.554024,5.451780
21,1041470.473290,1025642.507336,995576.140406,5.451780
22,1041990.741692,1014929.373225,910697.465197,5.451780
23,1041990.741692,1014370.125940,954410.520302,5.451780
24,1041990.741692,1016554.993348,965987.348112,5.451780
