size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source,open_dc_set,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,actual_bp_calls
10x30,DELTA_03000_GAMMA_030,gamma,0.3,1010,3000,0.3,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2979047.14270506,8455.2442639403,179419.50584997,0,91544.7557360597,-183089.511472119,8,36,1080,884,196,0.1814814814814815,16525,19,0.956989247311828;0.992179863147605;0.899315738025415;0.949169110459433;0.982404692082111;0.842619745845552;0.999022482893451;0.970674486803519;0.987292277614858;0.982404692082111,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,,report.txt D_j open DCs; closed DCs D=0,179419.50584997,0,30.295833449,0,30.295833449,16268,gamma,0.3,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,0.956989247311828;0.992179863147605;0.899315738025415;0.949169110459433;0.982404692082111;0.842619745845552;0.999022482893451;0.970674486803519;0.987292277614858;0.982404692082111,10,result.csv:best_w,0;1;3;4;6;7;8;9,10,0.9562072336265883,0.9562072336265883,0.9775171065493645,0.999022482893451,0.842619745845552,884
