Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2857833.202966,2738806.761157,2367928.671520,30.296022
1,2857833.202966,2767522.119672,2616380.472775,30.296022
2,2910342.038463,2795763.761423,2686217.435454,30.296022
3,2915950.982498,2828023.559700,2709613.771589,30.296022
4,2915950.982498,2859366.970182,2799875.687478,30.296022
5,2927926.064398,2878029.252766,2774120.615493,30.296022
6,2927926.064398,2884226.012009,2803205.818094,30.296022
7,2932954.878011,2901551.902159,2829041.207138,30.296022
8,2934519.501493,2914164.342071,2829343.513113,30.296022
9,2937231.934071,2918057.041762,2870317.754851,30.296022
10,2944033.897918,2919426.692125,2851473.847401,30.296022
11,2949144.650343,2921643.887449,2867929.419367,30.296022
12,2949144.650343,2920204.958677,2847272.746266,30.296022
13,2951037.752242,2930143.234482,2895784.055973,30.296022
14,2954467.618627,2932085.684392,2892959.073267,30.296022
15,2954467.618627,2933645.760629,2875562.647536,30.296022
16,2965401.591733,2933434.442314,2897680.685406,30.296023
17,2965401.591733,2941164.594740,2905535.609045,30.296023
18,2965930.502317,2945935.509704,2897179.749451,30.296023
19,2966396.954384,2947707.012255,2920524.680840,30.296023
20,2966396.954384,2951749.859330,2930371.019101,30.296023
21,2969174.203897,2954158.487186,2910401.010020,30.296023
22,2969388.138707,2952347.238276,2886172.566234,30.296023
23,2970142.384980,2952487.603763,2927347.091432,30.296023
24,2970567.982245,2954860.828319,2923729.789502,30.296023
25,2977787.309688,2954374.819313,2922447.550686,30.296023
26,2977787.309688,2956005.726117,2925982.448196,30.296023
27,2978243.770779,2959241.996790,2899563.555587,30.296023
28,2978243.770779,2950039.174251,2879378.397839,30.296023
29,2978739.324815,2961048.032508,2890545.973915,30.296023
30,2978739.324815,2962594.145958,2916901.569621,30.296023
31,2978933.162013,2968473.499585,2942887.035672,30.296023
32,2978933.162013,2972616.867593,2959569.326784,30.296023
33,2978933.162013,2972803.563879,2943182.628138,30.296024
34,2979047.142705,2972243.630882,2952774.285301,30.296024
35,2979047.142705,2973313.508976,2955446.638540,30.296024
