num_dc,num_retailers,random_seed,fixed_w,complete_column_count,column_enumeration_time_sec,full_master_build_time_sec,cplex_optimization_time_sec,reference_validation_time_sec,reference_total_wall_time_sec,bp_initialization_time_sec,bp_solve_time_sec,bp_validation_time_sec,bp_total_wall_time_sec,cplex_status,cplex_objective,cplex_gap,bp_status,bp_objective,bp_gap,absolute_objective_difference,relative_objective_difference,reference_solution_feasible,bp_solution_feasible,bp_cg_iterations,bp_branch_nodes,bp_processed_nodes,bp_pruned_nodes,bp_remaining_active_nodes,pair_valid
5,20,101,0.40000000000000002,10485650,22.403218461000002,33.639651518999997,144.672910812,4.5020000000000003e-06,201.92351254599998,0.376470743,0.14454035400000001,7.6700000000000003e-07,0.52101186399999999,OPTIMAL,1104120.6251511241,0,OPTIMAL_CERTIFIED,1104120.6251511241,0,0,0,true,true,50,2,5,1,0,true
