size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source,open_dc_set,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,actual_bp_calls
10x30,DELTA_03000_GAMMA_010,gamma,0.1,707,3000,0.1,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,3219974.54335212,12281.2377703167,34165.2859452611,0,87718.7622296833,-175437.524459367,10,50,1500,1215,285,0.19,23285,5,0.979472140762463;0.982404692082111;0.913978494623656;0.975562072336266;0.987292277614858;0.93841642228739;0.990224828934506;0.990224828934506;0.974584555229717;0.989247311827957,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,,report.txt D_j open DCs; closed DCs D=0,34165.2859452611,0,37.289616993,0,37.289616993,16000,gamma,0.1,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,0.979472140762463;0.982404692082111;0.913978494623656;0.975562072336266;0.987292277614858;0.93841642228739;0.990224828934506;0.990224828934506;0.974584555229717;0.989247311827957,10,result.csv:best_w,0;1;2;3;4;5;6;7;8;9,10,0.972140762463343,0.972140762463343,0.972140762463343,0.990224828934506,0.913978494623656,1215
