Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2201520.268845,741573.880666,200000.000000,24.907192
1,2201520.268845,1197039.466392,345487.833982,24.907192
2,2201520.268845,1588052.644690,202758.103680,24.907192
3,2201520.268845,1691527.486604,815082.325966,24.907192
4,2201520.268845,1923733.658088,1372830.800686,24.907192
5,2201714.206969,1971902.111580,1165776.163490,24.907192
6,2201714.206969,2040400.449595,1701159.310878,24.907192
7,2202178.819098,2123477.964234,1811797.873832,24.907192
8,2202178.819098,2122649.500991,1878731.460701,24.907192
9,2202529.009501,2129202.572143,1798368.067947,24.907193
10,2202529.009501,2160250.422857,1986840.562107,24.907193
