Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2624160.619256,2463322.735627,2221598.993420,17.321499
1,2625871.151043,2473761.302505,2333312.797738,17.321499
2,2625871.151043,2525466.943308,2350705.079533,17.321499
3,2625871.151043,2571377.825850,2429698.225574,17.321499
4,2629134.708746,2593115.669194,2541989.705980,17.321499
5,2629134.708746,2609377.937011,2549171.956401,17.321499
6,2629208.534863,2612254.246917,2572621.881959,17.321499
7,2629208.534863,2614620.984949,2546286.316297,17.321499
8,2629775.437633,2620238.087236,2598000.303581,17.321499
9,2629787.273218,2617393.972168,2513519.625898,17.321499
10,2632107.778305,2625849.683000,2614546.850248,17.321499
11,2632107.778305,2625070.402545,2551866.357906,17.321499
12,2632107.778305,2625534.203813,2589702.294831,17.321499
13,2632107.778305,2623337.907685,2543516.385637,17.321499
14,2632107.778305,2623601.112918,2582988.993990,17.321499
