experiment_name,outcome,inner_bp_status,has_integer_solution,run_mode,num_dc,num_retailers,random_seed,delta,investment_exponent,pricing_algorithm,pricing_max_cols_per_dc,configured_mutation_rate,effective_mutation_rate,mutation_active,total_profit,inner_bp_best_bound,inner_bp_relative_gap,carbon_emission,carbon_cap,e_plus,e_minus,net_carbon_trading_cost,total_investment_cost,num_dc_open,num_retailers_served,branch_nodes,processed_nodes,pruned_nodes,remaining_active_nodes,cg_iterations,total_columns,ga_generations,fitness_requests,unique_chromosomes,repeated_chromosome_requests,actual_fitness_cache_hits,fitness_bp_solves,fitness_bp_certified_optimal,fitness_bp_feasible_uncertified,fitness_bp_no_integer,fitness_evaluation_failures,solve_time,ga_time,bp_time,cg_time,pricing_time,cplex_build_time,cplex_solve_time,bb_time,best_w
exp,HEURISTIC_BEST_FOUND,OPTIMAL,1,ga,5,20,202,3000,0.5,0,3,-1,0.0666666666666667,1,1343574.60266331,1343574.60266331,0,150411.440931656,100000,50411.4409316559,0,100822.881863312,122498.06643303,5,19,46,416,27,0,6592,51262,14,420,324,96,96,324,324,0,0,0,4.716108596,4.670308578,4.667543497,25.160319381,22.194949048,0.710914006,1.639199618,0.0575276199999998,0.142857142857143;0.571428571428571;0.142857142857143;0.285714285714286;0.428571428571429
