Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1334117.797721,1271140.784660,1199783.797146,4.716303
1,1339737.956538,1292398.920258,1212228.209285,4.716303
2,1339737.956538,1295138.278319,1252813.770835,4.716304
3,1342952.027759,1309877.899276,1225802.545683,4.716304
4,1342952.027759,1305783.048929,1216818.481473,4.716304
5,1342952.027759,1309145.123523,1240838.097894,4.716304
6,1342952.027759,1305933.870670,1263699.251679,4.716304
7,1342952.027759,1312144.627851,1246822.492746,4.716304
8,1342952.027759,1306702.931750,1229056.232129,4.716304
9,1342952.027759,1313366.267444,1236312.062188,4.716304
10,1342952.027759,1314120.433137,1255813.711829,4.716304
11,1342952.027759,1308699.087428,1257018.714498,4.716304
12,1342952.027759,1311642.557253,1267248.428686,4.716304
13,1343574.602663,1304472.257518,1233391.000062,4.716304
