num_dc,num_retailers,random_seed,fixed_w,complete_column_count,column_enumeration_time_sec,full_master_build_time_sec,cplex_optimization_time_sec,reference_validation_time_sec,reference_total_wall_time_sec,reference_peak_rss_kb,bp_initialization_time_sec,bp_solve_time_sec,bp_validation_time_sec,bp_total_wall_time_sec,bp_peak_rss_kb,bp_initial_columns,bp_generated_columns,bp_final_master_columns,cplex_status,cplex_objective,cplex_gap,bp_status,bp_objective,bp_gap,absolute_objective_difference,relative_objective_difference,reference_solution_feasible,bp_solution_feasible,bp_cg_iterations,bp_branch_nodes,bp_processed_nodes,bp_pruned_nodes,bp_remaining_active_nodes,pair_valid
5,14,202,0.40000000000000002,163760,0.29187941499999998,0.31276718199999998,1.087794827,1.4759999999999999e-06,1.7078144179999999,316148,0.0029831179999999999,0.013168043000000001,5.7400000000000003e-07,0.016151735,316148,UNKNOWN,52,UNKNOWN,OPTIMAL,700342.05728918558,0,OPTIMAL_CERTIFIED,700342.05728918558,0,0,0,true,true,7,0,1,0,0,true
