Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.75884e+08,1.74914e+08,1.74317e+08,0.0899184
1,1.75884e+08,1.75092e+08,1.74579e+08,0.14508
2,1.75884e+08,1.7531e+08,1.74766e+08,0.206273
3,1.75884e+08,1.75514e+08,1.75051e+08,0.270568
4,1.75884e+08,1.7561e+08,1.7522e+08,0.333643
5,1.75884e+08,1.75719e+08,1.75284e+08,0.385445
6,1.75884e+08,1.75807e+08,1.75557e+08,0.43764
7,1.75884e+08,1.75841e+08,1.7571e+08,0.480979
8,1.75884e+08,1.75852e+08,1.75696e+08,0.538608
9,1.75884e+08,1.75858e+08,1.75735e+08,0.608245
10,1.75884e+08,1.75862e+08,1.7573e+08,0.681567
