Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2862224.430120,2581208.581997,2221598.993420,33.505863
1,2862224.430120,2629344.107715,2345219.099812,33.505864
2,2862224.430120,2682833.693075,2492059.494763,33.505864
3,2863239.675934,2760509.375835,2586655.302467,33.505864
4,2871036.826147,2807139.944633,2591686.863709,33.505864
5,2871036.826147,2830341.491783,2673247.834011,33.505864
6,2871160.275967,2839587.334661,2775317.824310,33.505864
7,2871218.447912,2856200.268484,2791866.182758,33.505864
8,2872178.439283,2862286.298082,2834119.020578,33.505864
9,2872178.439283,2854115.561538,2762214.606058,33.505864
10,2878244.580294,2857791.669111,2765499.415818,33.505864
11,2878654.317918,2860814.224953,2765068.810124,33.505864
12,2881638.516612,2864383.069890,2790717.283414,33.505864
13,2881638.516612,2861727.309792,2768533.472300,33.505864
14,2883433.302709,2861486.404577,2808918.123700,33.505864
15,2890451.566885,2862122.378219,2796417.980045,33.505864
16,2890451.566885,2867363.995611,2817892.413981,33.505864
17,2890451.566885,2873483.491737,2837781.045118,33.505873
18,2893867.958739,2875183.083899,2847080.737416,33.505873
19,2902299.583666,2876875.277839,2810167.933560,33.505873
20,2902299.583666,2871412.907226,2724730.039238,33.505873
21,2902299.583666,2877803.133717,2821325.910170,33.505873
22,2902299.583666,2883718.799418,2836754.538523,33.505873
23,2902299.583666,2887388.534969,2866777.465940,33.505873
24,2905270.793935,2892355.973565,2850552.813245,33.505873
25,2905270.793935,2889233.886929,2814774.745976,33.505873
26,2905270.793935,2892350.999823,2853391.196550,33.505873
27,2905272.216972,2888331.477307,2816840.576062,33.505873
28,2905911.664109,2889137.245716,2825231.528504,33.505873
29,2906152.859078,2891505.457389,2860811.248551,33.505873
30,2906259.278754,2893797.387745,2845229.380477,33.505873
31,2906259.278754,2893879.640779,2856564.692794,33.505873
32,2910097.552446,2891889.388422,2868320.735806,33.505873
33,2910097.552446,2894167.679960,2865024.352837,33.505873
34,2910097.552446,2899821.729200,2882984.509706,33.505873
35,2910097.552446,2900408.542592,2850132.081681,33.505873
36,2910097.552446,2896819.006186,2812297.219959,33.505873
37,2911219.946596,2896998.353602,2796348.398069,33.505873
38,2911219.946596,2894217.540646,2807951.999524,33.505873
39,2911413.014378,2901473.720778,2880662.716816,33.505873
40,2911413.014378,2889698.798691,2812360.150149,33.505873
41,2911516.643275,2896675.136153,2797043.715067,33.505873
42,2911516.643275,2896602.645268,2849099.008144,33.505874
