Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2125766.856090,1396780.399760,809053.320844,15.143914
1,2125766.856090,1619601.388845,911706.499607,15.143914
2,2125766.856090,1790736.097361,1243613.927326,15.143914
3,2126900.048222,1913139.258305,1620662.262238,15.143914
4,2126900.048222,1975989.802384,1524397.062326,15.143914
5,2126900.048222,1983295.847791,1604141.136329,15.143914
6,2131255.017425,2009822.466440,1900446.219540,15.143914
7,2131535.543946,2048608.180294,1885303.923516,15.143914
8,2135747.093081,2072382.848707,1935383.804749,15.143914
9,2136333.798229,2097211.569590,2000498.507257,15.143914
10,2136832.408198,2099541.666596,1955642.501234,15.143914
11,2141742.611221,2118107.433878,2057419.234617,15.143914
12,2141742.611221,2115164.432472,2007473.920899,15.143915
13,2142890.808432,2108476.804888,1865739.435347,15.143915
14,2144556.064700,2117710.484418,2007839.221944,15.143915
15,2144556.064700,2123532.893497,2024383.337450,15.143915
16,2144995.625115,2127389.411150,2051762.200683,15.143915
17,2144995.625115,2131674.868601,2104731.281655,15.143931
18,2145177.632161,2131950.569315,2049596.754833,15.143931
19,2145340.338358,2122522.020392,1933468.794140,15.143931
20,2145340.338358,2101305.867913,1918186.642771,15.143931
21,2145340.338358,2123304.710532,2042155.566832,15.143931
