component,value
facility_emission,657.41935483870964
inventory_emission,3.7899011877731725
supplier_dc_transport_emission,8466.2603525580253
dc_market_transport_emission,5480.9265431644571
total_emission,14608.39615174897
emission_decomposition_error,-3.637978807091713e-12
