Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,963362.483969,921544.121294,792000.613610,3.133863
1,963362.483969,938449.517013,898687.701895,3.133864
2,963362.483969,938340.635001,893079.331638,3.133864
3,966403.328082,936633.450569,883097.405417,3.133864
4,971026.810107,935611.045546,830294.133585,3.133864
5,971026.810107,936002.637448,878885.789487,3.133864
6,973185.297126,935859.796796,888150.795205,3.133864
7,973185.297126,939024.100683,898642.295107,3.133864
8,973185.297126,945038.912420,904746.943178,3.133864
9,973185.297126,950801.510504,914354.126843,3.133864
10,973185.297126,945106.983525,899726.579356,3.133864
11,973185.297126,946360.034083,897302.987734,3.133864
12,973185.297126,946613.282792,876156.960064,3.133864
13,973185.297126,946173.279245,901703.737266,3.133864
14,973185.297126,937956.975032,902719.646872,3.133864
15,973185.297126,947739.282058,895961.612675,3.133864
16,973185.297126,946678.417916,912278.555856,3.133864
