Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.73346e+08,1.72329e+08,1.71422e+08,0.0675746
1,1.73346e+08,1.72468e+08,1.71603e+08,0.136486
2,1.73346e+08,1.72597e+08,1.7151e+08,0.200079
3,1.73346e+08,1.72807e+08,1.72078e+08,0.255134
4,1.73346e+08,1.73098e+08,1.72486e+08,0.317024
5,1.73346e+08,1.73258e+08,1.72794e+08,0.370292
6,1.73346e+08,1.73276e+08,1.72949e+08,0.423675
7,1.73346e+08,1.73317e+08,1.73165e+08,0.479856
8,1.73346e+08,1.73322e+08,1.7317e+08,0.53893
9,1.73346e+08,1.73325e+08,1.73213e+08,0.583404
10,1.73346e+08,1.73316e+08,1.73134e+08,0.624752
