size_id,fixed_w,pairs,cplex_certified,bp_certified,objective_matches,max_abs_diff,max_rel_diff_pct,mean_cplex_sec,sd_cplex_sec,mean_bp_sec,sd_bp_sec,equivalent_multiple_optima,anomalies
3x5,0.0,10,10,10,10,2.9103830456733704e-11,1.2151205399587419e-14,0.0137988339,0.010256693515171821,0.0019012863,0.0006650726403069819,0,0
3x5,0.4,10,10,10,10,0.0,0.0,0.0185848236,0.010346332620839234,0.0025462477,0.0007205619085544049,0,0
3x5,0.8,10,10,10,10,0.0,0.0,0.014887947799999999,0.01202552618238554,0.0028333279,0.0007625455168407178,0,0
3x10,0.0,10,10,10,10,0.0,0.0,0.0542357155,0.020886925640362777,0.002667408,0.002032804047147792,0,0
3x10,0.4,10,10,10,10,0.0,0.0,0.0503045499,0.019775487399572272,0.0032444811,0.0014913342095426163,0,0
3x10,0.8,10,10,10,10,1.1641532182693481e-10,2.1433300957482646e-14,0.0618247386,0.023590981638067155,0.0062595458,0.002228809031534794,0,0
5x10,0.0,10,10,10,10,1.1641532182693481e-10,2.741505224008836e-14,0.0833445279,0.04239663372701315,0.0032643075,0.0015104079059900968,0,0
5x10,0.4,10,10,10,10,1.1641532182693481e-10,1.772038325845705e-14,0.1062801747,0.025401821787221394,0.0041074429,0.0013029341711712282,0,0
5x10,0.8,10,10,10,10,5.820766091346741e-11,1.2258741216610581e-14,0.0990591342,0.03405559181391404,0.008371198600000001,0.0028799029945925534,0,0
