Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2241455.767113,2063550.624947,1514584.836795,17.353602
1,2246049.727676,2106116.503511,1758523.274494,17.353602
2,2260786.976817,2119128.082560,1920917.635084,17.353602
3,2314078.176627,2160312.519156,2007935.634377,17.353603
4,2314078.176627,2197810.497589,2026893.219016,17.353603
5,2314078.176627,2227947.642278,2115548.904586,17.353603
6,2321984.617286,2253212.999803,2108301.621710,17.353603
7,2344568.338831,2275302.779796,2141049.964645,17.353603
8,2344568.338831,2287267.772522,2187079.092974,17.353603
9,2351572.223969,2297814.627026,2196878.683152,17.353603
10,2357135.227294,2314581.214010,2246002.653474,17.353603
11,2378593.720487,2322084.958486,2264286.188771,17.353603
12,2378593.720487,2322372.916915,2224048.148186,17.353603
13,2384941.639272,2329231.218387,2276695.825273,17.353603
14,2392635.306333,2343400.794501,2291167.939777,17.353603
15,2392635.306333,2359067.992159,2275272.134766,17.353603
16,2393960.950197,2356511.905511,2263991.768943,17.353603
17,2393960.950197,2362003.267984,2291137.057836,17.353612
18,2393960.950197,2375026.398360,2331791.976013,17.353612
19,2393960.950197,2378677.825599,2342662.873015,17.353612
20,2393960.950197,2381652.789646,2330185.365769,17.353612
21,2394263.788975,2382838.870891,2339573.128672,17.353612
22,2395539.768075,2383870.643117,2346831.146741,17.353612
23,2395948.586900,2378896.551046,2321663.521663,17.353612
24,2395948.586900,2374557.179334,2307550.251805,17.353612
