size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source,open_dc_set,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,actual_bp_calls
10x30,DELTA_03000_GAMMA_040,gamma,0.4,606,3000,0.4,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2561311.55819236,35292.7440550734,291174.751553314,0,64707.2559449266,-129414.511889853,7,18,540,426,114,0.2111111111111111,18016,237,0.98533724340176;0.835777126099707;0.394916911045943;0.996089931573803;0.542521994134897;0.328445747800586;0.217008797653959;0.754643206256109;0.119257086999022;0.910068426197458,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,,report.txt D_j open DCs; closed DCs D=0,291174.751553314,0,24.066293506,0,24.066293506,16624,gamma,0.4,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,0.98533724340176;0.835777126099707;0.394916911045943;0.996089931573803;0.542521994134897;0.328445747800586;0.217008797653959;0.754643206256109;0.119257086999022;0.910068426197458,10,result.csv:best_w,0;1;2;3;4;7;9,10,0.6084066471163244,0.6084066471163244,0.7741935483870968,0.996089931573803,0.119257086999022,426
