Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.73967e+08,1.72959e+08,1.71901e+08,0.0774661
1,1.73967e+08,1.73107e+08,1.7213e+08,0.131804
2,1.73967e+08,1.73304e+08,1.72621e+08,0.181398
3,1.73967e+08,1.73659e+08,1.72979e+08,0.228247
4,1.73967e+08,1.73703e+08,1.73266e+08,0.280746
5,1.73967e+08,1.73827e+08,1.73349e+08,0.334771
6,1.73967e+08,1.73855e+08,1.7355e+08,0.388517
7,1.73967e+08,1.73898e+08,1.73801e+08,0.447522
8,1.73967e+08,1.73925e+08,1.73827e+08,0.498594
9,1.73967e+08,1.73932e+08,1.73744e+08,0.5418
10,1.73967e+08,1.73925e+08,1.7382e+08,0.600862
