Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.73346e+08,1.72407e+08,1.71835e+08,0.0784726
1,1.73346e+08,1.72546e+08,1.71978e+08,0.140967
2,1.73346e+08,1.72704e+08,1.72222e+08,0.202385
3,1.73346e+08,1.72952e+08,1.72239e+08,0.275725
4,1.73346e+08,1.73041e+08,1.72309e+08,0.338683
5,1.73346e+08,1.73147e+08,1.72671e+08,0.392287
6,1.73346e+08,1.73249e+08,1.72743e+08,0.454456
7,1.73346e+08,1.73278e+08,1.73062e+08,0.500767
8,1.73346e+08,1.73273e+08,1.73085e+08,0.546731
9,1.73346e+08,1.73296e+08,1.7315e+08,0.605541
10,1.73346e+08,1.73311e+08,1.732e+08,0.666881
