Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.7522e+08,1.74227e+08,1.73171e+08,0.078879
1,1.7522e+08,1.74374e+08,1.73371e+08,0.139115
2,1.7522e+08,1.74517e+08,1.73512e+08,0.201684
3,1.7522e+08,1.74776e+08,1.73999e+08,0.266144
4,1.7522e+08,1.74945e+08,1.74478e+08,0.320939
5,1.7522e+08,1.75093e+08,1.74755e+08,0.375834
6,1.7522e+08,1.75178e+08,1.74845e+08,0.433181
7,1.7522e+08,1.75189e+08,1.74899e+08,0.492516
8,1.7522e+08,1.75195e+08,1.75079e+08,0.550394
9,1.7522e+08,1.75187e+08,1.74996e+08,0.60573
10,1.7522e+08,1.75192e+08,1.75037e+08,0.665007
