num_dc,num_retailers,random_seed,fixed_w,complete_column_count,column_enumeration_time_sec,full_master_build_time_sec,cplex_optimization_time_sec,reference_validation_time_sec,reference_total_wall_time_sec,bp_initialization_time_sec,bp_solve_time_sec,bp_validation_time_sec,bp_total_wall_time_sec,cplex_status,cplex_objective,cplex_gap,bp_status,bp_objective,bp_gap,absolute_objective_difference,relative_objective_difference,reference_solution_feasible,bp_solution_feasible,bp_cg_iterations,bp_branch_nodes,bp_processed_nodes,bp_pruned_nodes,bp_remaining_active_nodes,pair_valid
5,14,101,0.40000000000000002,163760,0.30513270799999997,0.33878560800000002,3.3855561060000001,6.0859999999999998e-06,4.0489430080000002,0.0029324009999999998,0.020629839000000001,5.99e-07,0.023562839000000002,OPTIMAL,685943.61972743354,0,OPTIMAL_CERTIFIED,685943.61972743354,0,0,0,true,true,17,0,1,0,0,true
