Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2846754.682951,2657406.542028,2125766.856090,25.496254
1,2869284.827002,2699362.568277,2435824.092072,25.496254
2,2869284.827002,2753431.771518,2555906.457581,25.496255
3,2869284.827002,2776694.197540,2575035.887214,25.496255
4,2885126.030804,2797143.202393,2648703.614881,25.496255
5,2900007.919812,2825111.764515,2727009.742568,25.496255
6,2948397.408079,2831512.473060,2721526.895662,25.496255
7,2948397.408079,2846671.535274,2719037.237580,25.496255
8,2948397.408079,2860409.986414,2751657.545324,25.496255
9,2953603.703573,2887868.779264,2787843.557965,25.496255
10,2959198.673986,2903456.330011,2829766.767869,25.496255
11,2963140.877925,2915586.918399,2840496.422110,25.496255
12,2963924.039179,2920313.187411,2845037.837847,25.496255
13,2963924.039179,2927087.266002,2880431.871371,25.496255
14,2984678.345052,2930109.974703,2859322.200224,25.496255
15,2984678.345052,2944861.178430,2896098.856853,25.496255
16,2984678.345052,2955242.382495,2908322.181534,25.496255
17,2984678.345052,2955486.940294,2919871.454961,25.496258
18,3017866.000403,2965510.803270,2899514.581674,25.496258
19,3017866.000403,2968172.606657,2896290.438168,25.496258
20,3017866.000403,2965513.865575,2890971.778006,25.496258
21,3017866.000403,2973674.806636,2913735.226789,25.496258
22,3017866.000403,2989359.278404,2928212.053328,25.496258
23,3025244.008494,2995095.201915,2936680.059914,25.496258
24,3025244.008494,2996573.150271,2952707.014950,25.496258
25,3025244.008494,3002401.221715,2925496.948390,25.496259
26,3032410.198899,2997332.013342,2915332.839635,25.496259
27,3033453.803289,3009251.643011,2981300.711019,25.496259
28,3033453.803289,3012696.529850,2986509.969827,25.496259
29,3033453.803289,3017516.376040,2988888.679170,25.496259
30,3033453.803289,3015938.938554,2968440.197070,25.496259
31,3033483.378143,3013581.593253,2971389.459435,25.496259
32,3033483.378143,3015134.074928,2980003.509598,25.496259
33,3033483.378143,3015641.008623,2988866.925646,25.496259
34,3033483.378143,3012315.844436,2971556.719826,25.496259
35,3033483.378143,3013164.750204,2982726.372384,25.496259
36,3033483.378143,3017034.270446,2976839.852223,25.496259
