replications,complete_pairs,grid_complete_rate,ga_certified_rate,ga_hits_grid_optimum_count,ga_hits_grid_optimum_rate,gap_mean_percent,gap_std_percent,gap_min_percent,gap_max_percent,grid_wall_mean_sec,grid_wall_std_sec,grid_wall_min_sec,grid_wall_max_sec,ga_wall_mean_sec,ga_wall_std_sec,ga_wall_min_sec,ga_wall_max_sec,evaluation_saving_mean,evaluation_saving_std,ga_actual_bp_calls_mean,grid_actual_bp_calls_mean,anomalous_pairs
10,10,1.0,1.0,5,0.5,0.07103020837587279,0.12570162190755813,0.0,0.3982044799568145,400.121,132.16250093897452,214.07,695.24,5.423,2.2878667890514177,2.91,11.21,0.98759765625,0.003061041380810571,406.4,32768.0,0
