num_dc,num_retailers,random_seed,fixed_w,complete_column_count,column_enumeration_time_sec,full_master_build_time_sec,cplex_optimization_time_sec,reference_validation_time_sec,reference_total_wall_time_sec,reference_peak_rss_kb,bp_initialization_time_sec,bp_solve_time_sec,bp_validation_time_sec,bp_total_wall_time_sec,bp_peak_rss_kb,bp_initial_columns,bp_generated_columns,bp_final_master_columns,cplex_status,cplex_objective,cplex_gap,bp_status,bp_objective,bp_gap,absolute_objective_difference,relative_objective_difference,reference_solution_feasible,bp_solution_feasible,bp_cg_iterations,bp_branch_nodes,bp_processed_nodes,bp_pruned_nodes,bp_remaining_active_nodes,pair_valid
3,5,1010,0,171,0.00061133300000000004,0.0010886680000000001,0.0058454229999999998,1.0640000000000001e-06,0.0077969730000000004,15728,7.7278000000000001e-05,0.0016853549999999999,9.1900000000000001e-07,0.001763552,15728,UNKNOWN,7,UNKNOWN,OPTIMAL,133385.83658272415,0,OPTIMAL_CERTIFIED,133385.83658272415,0,0,0,true,true,3,0,1,0,0,true
