Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.74587e+08,1.73671e+08,1.7266e+08,0.0678081
1,1.74587e+08,1.73764e+08,1.73225e+08,0.127704
2,1.74587e+08,1.74065e+08,1.73326e+08,0.186739
3,1.74587e+08,1.74229e+08,1.73568e+08,0.247757
4,1.74587e+08,1.74313e+08,1.73643e+08,0.307578
5,1.74587e+08,1.74352e+08,1.73756e+08,0.368411
6,1.74587e+08,1.74392e+08,1.74061e+08,0.424098
7,1.74587e+08,1.74434e+08,1.74198e+08,0.482407
8,1.74587e+08,1.74475e+08,1.74227e+08,0.535056
9,1.74587e+08,1.74475e+08,1.74239e+08,0.584829
10,1.74587e+08,1.74501e+08,1.74367e+08,0.638175
