num_dc,num_retailers,random_seed,chromosome_length,levels_per_dc,expected_combinations,completed_combinations,certified_optimal_combinations,uncertified_combinations,failed_combinations,timeout_combinations,total_wall_time_sec,total_user_time_sec,total_system_time_sec,max_parent_rss_kb,best_grid_id,best_objective,best_w,average_bp_time_sec,median_bp_time_sec,maximum_bp_time_sec,total_cg_iterations,average_cg_iterations,total_branch_nodes
5,20,101,3,8,32768,32768,32768,0,0,0,3253.8248061979953,UNKNOWN,UNKNOWN,UNKNOWN,6171,1513429.26882813,0.14285714285714285;0.5714285714285714;0.0;0.42857142857142855;0.42857142857142855,0.0992988527282103,UNKNOWN,0.47426641,UNKNOWN,UNKNOWN,UNKNOWN
