Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2430885.299887,2367882.825587,2125766.856090,11.244107
1,2430885.299887,2381736.538743,2306254.148650,11.244107
2,2437550.143773,2402598.456326,2346530.680480,11.244107
3,2445268.381548,2411979.989601,2323709.898087,11.244107
4,2445268.381548,2419552.566493,2374373.082531,11.244107
5,2445268.381548,2426960.899868,2392039.557049,11.244107
6,2449659.605250,2429008.004639,2398282.007138,11.244107
7,2450238.914583,2430199.892393,2401815.582005,11.244107
8,2450473.777801,2434700.817699,2401821.714979,11.244108
9,2452485.423064,2440533.761591,2412942.458149,11.244108
10,2453823.633461,2443695.760417,2408988.668855,11.244108
11,2453823.633461,2446065.873388,2428026.687186,11.244108
12,2453823.633461,2444621.104210,2414931.056855,11.244108
13,2454276.764695,2443216.559398,2410821.009709,11.244108
14,2456571.700786,2443673.302150,2396506.149978,11.244108
15,2456571.700786,2444809.039683,2409804.568682,11.244108
16,2456721.223729,2447670.450035,2436413.432766,11.244108
