component,value
revenue,272126430
facility_fixed_cost,16748514.193548389
inventory_cost,3979098.7793169748
supplier_dc_transport_cost,47399354.704523936
dc_market_transport_cost,29440894.223538898
total_transport_cost,76840248.928062826
investment_cost,105.070257660222
carbon_trading_cost,-134.09926908824855
reported_total_profit,174587348.71458626
recomputed_total_profit,174587348.71458626
objective_decomposition_error,0
