dc_id,open,w
C01,false,0.0078201368523949169
C02,true,0
C03,true,0.00097751710654936461
C04,true,0.0058651026392961877
C05,true,0.00097751710654936461
C06,false,0.070381231671554259
C07,true,0.0019550342130987292
C08,true,0.0078201368523949169
