Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2239729.368390,2070016.180430,1890390.477876,18.415386
1,2239729.368390,2119211.725980,1776257.626996,18.415387
2,2239729.368390,2144444.011995,1999017.559699,18.415387
3,2240565.556239,2182579.801987,2068332.393634,18.415387
4,2248108.367180,2204645.115726,2115946.930739,18.415387
5,2248108.367180,2220186.038431,2175731.668382,18.415387
6,2254786.371237,2225210.590080,2102225.341695,18.415387
7,2254786.371237,2233960.078242,2198967.719561,18.415387
8,2260501.053691,2237489.356975,2129572.959162,18.415387
9,2264258.472565,2232152.213298,2121009.867454,18.415387
10,2264258.472565,2244355.671751,2168720.683605,18.415387
11,2264258.472565,2251077.370415,2217637.006998,18.415387
12,2268312.361897,2247937.314433,2186725.500677,18.415387
13,2270185.245517,2252343.316079,2173450.794516,18.415387
14,2270185.245517,2257571.459132,2237973.591921,18.415387
15,2270185.245517,2259008.973216,2240885.328950,18.415387
16,2270185.245517,2260936.397468,2245482.762582,18.415387
17,2270185.245517,2260251.649172,2184873.840215,18.415397
18,2270212.755026,2260474.181452,2203664.488256,18.415397
19,2270212.755026,2263488.351413,2235552.259619,18.415397
20,2270212.755026,2263535.283945,2226292.450018,18.415397
21,2270622.319911,2259970.577629,2227653.067465,18.415397
22,2271774.769603,2262553.556836,2221819.619255,18.415397
