Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.7522e+08,1.74211e+08,1.73283e+08,0.0789185
1,1.7522e+08,1.74331e+08,1.7359e+08,0.14554
2,1.7522e+08,1.74521e+08,1.73858e+08,0.204346
3,1.7522e+08,1.74696e+08,1.73958e+08,0.254147
4,1.7522e+08,1.74923e+08,1.74309e+08,0.30621
5,1.7522e+08,1.75106e+08,1.74734e+08,0.358167
6,1.7522e+08,1.75151e+08,1.74956e+08,0.412952
7,1.7522e+08,1.75175e+08,1.75041e+08,0.460961
8,1.7522e+08,1.75171e+08,1.74911e+08,0.519969
9,1.7522e+08,1.75184e+08,1.74931e+08,0.575894
10,1.7522e+08,1.75179e+08,1.74983e+08,0.617986
