size_id,random_seed,scenario_id,outer_method,outer_solution_status,raw_solver_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,total_profit,carbon_emission,carbon_cap,e_plus,e_minus,net_carbon_trading_cost,total_investment_cost,num_dc_open,open_dc_set,w_vector,positive_w_count,mean_positive_w,mean_all_w,max_w,min_positive_w,ga_generations,actual_bp_calls,cache_hit_rate,cg_iterations,branch_nodes,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,user_time_sec,system_time_sec,wall_time_sec,w_vector_legacy,w_vector_candidate_dc,w_vector_length,w_vector_expected_length,w_vector_normalization_status,w_vector_raw_source,mean_all_w_legacy,mean_all_candidate_w,mean_open_dc_w
10x30,202,OPTIMIZED_INVESTMENT,GA_BP,GA_BEST_FOUND,OPTIMAL,OPTIMAL,true,1,normal_or_early_stop,2327946.4924759,254617.873913696,100000,154617.873913696,0,309235.747827392,111669.137440366,7,0;1;2;5;6;7;9,0.276637341153;0.171065493646;0.224828934506;0.484848484848;0.794721407625;0.216031280547;0.372434017595;0.309872922776;0.402737047898;0.464320625611,10,0.3717497556207234,0.3717497556207234,0.794721407624633,0.171065493646139,17,409,0.1980392156862745,9070,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,e4ae3a8e31fd751bd5fb322c49a4d82beff15fed070ddfb974ddec33ee68d494,ab96559846b69ceb07e5b4a789c63dff25afad402a2c12ca8b8b1dd2c3577bac,89.8,1.26,13.91,0.28;0.17;0.22;0;0;0.22;0.37;0.31;0;0.46,0.276637341153;0.171065493646;0.224828934506;0.484848484848;0.794721407625;0.216031280547;0.372434017595;0.309872922776;0.402737047898;0.464320625611,10,10,VALID_EXACT_LENGTH,result.csv:best_w,0.203,0.3717497556207234,0.29074151654796826
