Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.75884e+08,1.74924e+08,1.74122e+08,0.0890749
1,1.75884e+08,1.75343e+08,1.7412e+08,0.167304
2,1.75884e+08,1.75453e+08,1.74953e+08,0.243368
3,1.75884e+08,1.7557e+08,1.75065e+08,0.314859
4,1.75884e+08,1.75709e+08,1.75287e+08,0.376715
5,1.75884e+08,1.75798e+08,1.75605e+08,0.421058
6,1.75884e+08,1.75826e+08,1.7566e+08,0.473432
7,1.75884e+08,1.75845e+08,1.75734e+08,0.531632
8,1.75884e+08,1.75839e+08,1.75641e+08,0.583201
9,1.75884e+08,1.75846e+08,1.75626e+08,0.634331
10,1.75884e+08,1.75849e+08,1.7568e+08,0.679142
