component,value
revenue,2.77769e+08
facility_fixed_cost,1.67485e+07
inventory_cost,4.14452e+06
supplier_dc_transport_cost,5.64819e+07
dc_market_transport_cost,2.45394e+07
total_transport_cost,8.10213e+07
investment_cost,46.2989
carbon_trading_cost,1411.27
reported_total_profit,1.75884e+08
recomputed_total_profit,1.75884e+08
objective_decomposition_error,0
