Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.74587e+08,1.73626e+08,1.72691e+08,0.0862795
1,1.74587e+08,1.73818e+08,1.73303e+08,0.144306
2,1.74587e+08,1.7395e+08,1.73483e+08,0.212192
3,1.74587e+08,1.74117e+08,1.73504e+08,0.269914
4,1.74587e+08,1.74244e+08,1.73531e+08,0.327044
5,1.74587e+08,1.74256e+08,1.73584e+08,0.380126
6,1.74587e+08,1.74339e+08,1.74032e+08,0.435469
7,1.74587e+08,1.74401e+08,1.74058e+08,0.490231
8,1.74587e+08,1.74436e+08,1.74204e+08,0.543974
9,1.74587e+08,1.74446e+08,1.74111e+08,0.600744
10,1.74587e+08,1.74465e+08,1.74269e+08,0.65211
