size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source
10x30,DELTA_05000_GAMMA_050,delta,5000,101,5000,0.5,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2303920.06056728,291693.427132323,76623.8300266958,191693.427132323,0,383386.854264647,7,18,540,436,104,0.1925925925925926,11579,5,0.185728250244379;0.146627565982405;0.187683284457478;0.10752688172043;0.271749755620723;0.0664711632453568;0.0263929618768328;0.290322580645161;0.158357771260997;0.182795698924731,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,ab7c18fbf4ca5f7247ae558d5b4d9891548c2171382f56c7e0e3f213eb47c504,646508b8480eb597d4ae8ee4abfe1bbd0e2d8b6e2253e8023b1a35900ab4efb8,report.txt D_j open DCs; closed DCs D=0,76623.8300266957,1.16415321826935e-10,113.71,1.62,18.66,16812,delta,5000,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,normal_or_early_stop,0.185728250244379;0.146627565982405;0.187683284457478;0.10752688172043;0.271749755620723;0.0664711632453568;0.0263929618768328;0.290322580645161;0.158357771260997;0.182795698924731,10,result.csv:best_w
