size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source,open_dc_set,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,actual_bp_calls
10x30,DELTA_02000_GAMMA_050,delta,2000.0,404,2000,0.5,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,1940310.1627876,90634.5964948544,435215.73313772,0,9365.40350514564,-18730.8070102913,6,22,660,523,137,0.20757575757575758,12665,320,0.823069403714565;0.195503421309873;0.67644183773216;0.397849462365591;0.512218963831867;0.13782991202346;0.432062561094819;0.980449657869013;0.421309872922776;0.90713587487781,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,,report.txt D_j open DCs; closed DCs D=0,435215.73313772,0,20.337426178,0,20.337426178,15608,delta,02000,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,0.823069403714565;0.195503421309873;0.67644183773216;0.397849462365591;0.512218963831867;0.13782991202346;0.432062561094819;0.980449657869013;0.421309872922776;0.90713587487781,10,result.csv:best_w,0;2;4;7;8;9,10,0.5483870967741934,0.5483870967741934,0.7201042684913652,0.980449657869013,0.13782991202346,523
