Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.74587e+08,1.7358e+08,1.72663e+08,0.0745456
1,1.74587e+08,1.73721e+08,1.7293e+08,0.123544
2,1.74587e+08,1.73907e+08,1.73366e+08,0.178383
3,1.74587e+08,1.74233e+08,1.73489e+08,0.231182
4,1.74587e+08,1.74436e+08,1.7368e+08,0.287194
5,1.74587e+08,1.74515e+08,1.74115e+08,0.33617
6,1.74587e+08,1.74535e+08,1.74423e+08,0.387849
7,1.74587e+08,1.74568e+08,1.74496e+08,0.445556
8,1.74587e+08,1.74566e+08,1.74411e+08,0.507504
9,1.74587e+08,1.7457e+08,1.74441e+08,0.56873
10,1.74587e+08,1.74556e+08,1.7441e+08,0.61065
