Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1051270.323906,981308.203794,843749.313739,5.447751
1,1052348.826449,994760.478471,878922.332157,5.447752
2,1052515.015754,1003468.597130,886561.027917,5.447752
3,1052515.015754,1006806.360159,897734.611106,5.447752
4,1055119.554645,1013847.749784,933363.233433,5.447752
5,1055119.554645,1021057.768000,966515.266257,5.447752
6,1058615.735944,1020537.853599,961652.279600,5.447752
7,1058615.735944,1022066.431211,954726.385324,5.447752
8,1058615.735944,1025153.335475,969005.553225,5.447752
9,1062351.265902,1023897.402482,957630.953204,5.447752
10,1062351.265902,1032804.370014,949617.572737,5.447752
11,1062351.265902,1038225.380209,986543.356547,5.447752
12,1062351.265902,1042415.142930,998416.114480,5.447752
13,1063203.132887,1036797.979048,927074.688110,5.447752
14,1063203.132887,1035512.745529,927086.076006,5.447752
15,1063203.132887,1031254.314518,970684.545367,5.447752
16,1063203.132887,1035309.966212,997732.975092,5.447752
17,1063203.132887,1030394.967999,970684.545367,5.447757
18,1063203.132887,1030536.984680,924721.726629,5.447757
19,1063203.132887,1030138.417542,969020.386313,5.447757
