component,value
revenue,272126430
facility_fixed_cost,16748519.569892474
inventory_cost,3979098.8091372917
supplier_dc_transport_cost,47399411.557886489
dc_market_transport_cost,29440954.903354656
total_transport_cost,76840366.461241141
investment_cost,1.1230186693159512
carbon_trading_cost,-11.159926427517348
reported_total_profit,174587329.72248253
recomputed_total_profit,174587329.72248253
objective_decomposition_error,0
