component,value
revenue,277769320
facility_fixed_cost,16748520
inventory_cost,4144519.6596777067
supplier_dc_transport_cost,56481927.344408773
dc_market_transport_cost,24539445.21697114
total_transport_cost,81021372.56137991
investment_cost,0
carbon_trading_cost,1499.7873595218953
reported_total_profit,175883793.46471447
recomputed_total_profit,175883793.46471447
objective_decomposition_error,0
