component,value
revenue,277769320
facility_fixed_cost,16748513.118279571
inventory_cost,4144519.6123151733
supplier_dc_transport_cost,56481814.042476393
dc_market_transport_cost,24539378.089859799
total_transport_cost,81021192.132336199
investment_cost,169.06263128638261
carbon_trading_cost,1312.4292329075251
reported_total_profit,175883811.76020989
recomputed_total_profit,175883811.76020986
objective_decomposition_error,2.9802322387695312e-08
