component,value
revenue,272126430
facility_fixed_cost,16748517.849462366
inventory_cost,3979098.8015614329
supplier_dc_transport_cost,47399384.472417884
dc_market_transport_cost,30061629.740347024
total_transport_cost,77461014.212764904
investment_cost,27.051767471225133
carbon_trading_cost,178.0135914091843
reported_total_profit,173966657.7702159
recomputed_total_profit,173966657.7702159
objective_decomposition_error,0
