Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2231789.527160,2157240.174824,2047033.751897,43.977048
1,2241697.376501,2178590.981879,2076946.712345,43.977048
2,2243260.408191,2194884.106808,2097543.236935,43.977048
3,2243970.998546,2200586.382747,2153189.395098,43.977048
4,2243970.998546,2216106.127086,2170298.664642,43.977048
5,2260015.093855,2221239.083982,2165870.338753,43.977048
6,2260015.093855,2230950.807054,2207636.747658,43.977048
7,2260155.059753,2240603.362391,2206001.062361,43.977048
8,2260355.317732,2247132.524285,2178227.671691,43.977048
9,2260355.317732,2250379.245056,2228861.834845,43.977049
10,2261539.104196,2253107.831055,2216506.773582,43.977049
11,2269244.056644,2252036.028049,2188605.848310,43.977049
12,2269244.056644,2251850.672061,2223809.147048,43.977049
13,2271640.079782,2253592.136051,2213154.038613,43.977049
14,2271640.079782,2259208.719041,2231435.490112,43.977049
15,2271640.079782,2259736.181751,2231465.784945,43.977049
16,2272149.011025,2259646.896350,2241523.495571,43.977049
17,2272149.011025,2259826.451435,2216615.490676,43.977057
18,2275230.952171,2257613.231001,2169622.382416,43.977057
19,2275230.952171,2256628.153180,2157328.749460,43.977057
20,2275230.952171,2260497.365778,2224247.792332,43.977057
21,2276087.530727,2259891.633342,2186110.147707,43.977057
22,2276087.530727,2267034.893685,2239212.811590,43.977057
23,2276169.357072,2272549.601761,2253974.641632,43.977057
24,2276169.357072,2271780.364161,2241580.645116,43.977057
25,2276604.859445,2271019.588122,2229197.721203,43.977057
26,2276604.859445,2270975.999318,2245875.749403,43.977057
27,2276604.859445,2269064.330269,2174194.144246,43.977057
28,2276604.859445,2269696.989011,2225742.698825,43.977057
